"","Authors","Title","Year","Source","grp"
"65777","Sarikhan, M.; Shahryar, H. A.; Nazer-Adl, K.; Gholizadeh, B.; Behesht, B.","effects of insoluble fiber on serum biochemical characteristics in broiler",2009,"INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY","D_T_primary"
"65779","McCallum, Malcolm L.; Trauth, Stanley E.","physiological trade-offs between immunity and reproduction in the northern cricket frog (acris crepitans)",2007,"HERPETOLOGICA","D_T_primary"
"65796","O'Connell, Craig P.; Abel, Daniel C.; Rice, Patrick H.; Stroud, Eric M.; Simuro, Nicole C.","responses of the southern stingray (dasyatis americana) and the nurse shark (ginglymostoma cirratum) to permanent magnets",2010,"MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY","D_T_primary"
"65799","Antongiovanni, Mauro; Minieri, Sara; Buccioni, Arianna; Galligani, Ilaria; Rapaccini, Stefano","transfer of dietary fatty acids from butyric acid fortified canola oil into the meat of broilers",2009,"ITALIAN JOURNAL OF ANIMAL SCIENCE","D_T_primary"
"65809","Sultana, S.; Hassan, M. R.; Choe, H. S.; Kang, M. I.; Kim, B. S.; Ryu, K. S.","effect of various led light color on the behavior and stress response of laying hens",2013,"INDIAN JOURNAL OF ANIMAL SCIENCES","D_T_primary"
"65813","Lee, Derek E.; Warzybok, Peter M.; Bradley, Russell W.","recruitment of cassin's auklet (ptychoramphus aleuticus): individual age and parental age effects",2012,"AUK","D_T_primary"
"65815","Mortola, Jacopo P.","metabolic and ventilatory sensitivity to hypoxia in avian embryos",2011,"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","D_T_primary"
"65834","Woolaver, Lance G.; Nichols, Rina K.; Morton, Eugene S.; Stutchbury, Bridget J. M.","population genetics and relatedness in a critically endangered island raptor, ridgway's hawk buteo ridgwayi",2013,"CONSERVATION GENETICS","D_T_primary"
"65839","Franke, A. C.; Lotz, L. A. P.; van der Burg, W. J.; van Overbeek, L.","the role of arable weed seeds for agroecosystem functioning",2009,"WEED RESEARCH","D_T_primary"
"65844","Nichelmann, M","activation of thermoregulatory control elements in precocial birds during the control elements",2004,"JOURNAL OF THERMAL BIOLOGY","D_T_primary"
"65857","Das, Ananta Kumar; Kumar, Sanjeev; Mishra, Anil Kumar; Rahim, Abdul; Kokate, Laxmikant Sambhaji","estimating genetic parameters of immunocompetent traits in rhode island red chicken",2016,"INDIAN JOURNAL OF ANIMAL SCIENCES","D_T_primary"
"65873","Saif, YM; Nestor, KE","increased mortality in turkeys selected for increased body weight following vaccination with a live newcastle disease virus vaccine",2002,"AVIAN DISEASES","D_T_primary"
"65876","Lierz, M","blood chemistry reference values of the saker falcon (falco cherrug)",2002,"TIERARZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE","D_T_primary"
"65877","Wagner-Amos, K; Seymour, RS","effect of regional changes to shell conductance on oxygen consumption and growth of chicken embryos",2002,"RESPIRATION PHYSIOLOGY","D_T_primary"
"65878","van den Berg, LJL; Bullock, JM; Clarke, RT; Langston, RHW; Rose, RJ","territory selection by the dartford warbler (sylvia undata) in dorset, england: the role of vegetation type, habitat fragmentation and population size",2001,"BIOLOGICAL CONSERVATION","D_T_primary"
"65896","Volery, Chadia; Davaud, Eric; Durlet, Christophe; Clavel, Bernard; Charollais, Jean; Caline, Bruno","microporous and tight limestones in the urgonian formation (late hauterivian to early aptian) of the french jura mountains: focus on the factors controlling the formation of microporous facies",2010,"SEDIMENTARY GEOLOGY","D_T_primary"
"65900","Grilli, Mariano P.; Bruno, Marina","regional abundance of a planthopper pest: the effect of host patch area and configuration",2007,"ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","D_T_primary"
"65902","Neary, P","zennosuke inouye's land: a canadian veterans affairs dilemma",2004,"CANADIAN HISTORICAL REVIEW","D_T_primary"
"65909","Shetty, Krishna; Gopal, Ramamithram","impact of innovations on occupancy rate of hotels: a comparative study of the intrapreneurial perspective",2012,"PROCEEDINGS OF THE 7TH EUROPEAN CONFERENCE ON INNOVATION AND ENTREPRENEURSHIP, VOLS 1 AND 2","D_T_primary"
"65913","Kikusato, M.; Sudo, S.; Toyomizu, M.","methionine deficiency leads to hepatic fat accretion via impairment of fatty acid import by carnitine palmitoyltransferase i",2015,"BRITISH POULTRY SCIENCE","D_T_primary"
"65920","Tottrup, Anders P.; Thorup, Kasper","sex-differentiated migration patterns, protandry and phenology in north european songbird populations",2008,"JOURNAL OF ORNITHOLOGY","D_T_primary"
"65932","Ojer-Usoz, Elena; Gonzalez, David; Isabel Vitas, Ana","clonal diversity of esbl-producing escherichia coli isolated from environmental, human and food samples",2017,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","D_T_primary"
"65934","Afzal, F.; Saliha, U.; Fawad, N.; Ahmed, S.; Habib-ur-Rehman; Munawar, J.; Naheed, G.; Siddique, B.","isolation, characterization of newcastle disease virus and comparitive efficacy of different vaccine regimes in broiler birds",2015,"JOURNAL OF ANIMAL AND PLANT SCIENCES","D_T_primary"
"65937","Patterson, Paul; Yu, Ting; Kimpakorn, Narumon","killing two birds with one stone: cross-selling during service delivery",2014,"JOURNAL OF BUSINESS RESEARCH","D_T_primary"
"65939","Montagnini, Florencia; Piotto, Daniel","mixed plantations of native trees on abandoned pastures: restoring productivity, ecosystem properties, and services on a humid tropical site",2011,"Tropical Forestry","D_T_primary"
"65944","Tseng, Li-Ping; Chiou, Chwei-Jang; Chen, Chien-Chung; Deng, Ming-Chung; Chung, Tze-Wen; Huang, Yi-You; Liu, Der-Zen","effect of lipopolysaccharide on intranasal administration of liposomal newcastle disease virus vaccine to spf chickens",2009,"VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY","D_T_primary"
"65951","Boutin, S; Hebert, D","landscape ecology and forest management: developing an effective partnership",2002,"ECOLOGICAL APPLICATIONS","D_T_primary"
"65960","Yang, Yimin; Xue, Xue; Yang, Yi; Chen, Xueqiu; Du, Aifang","efficacy of a potential dna vaccine encoding cryptosporidium baileyi rhomboid protein against homologous challenge in chickens",2016,"VETERINARY PARASITOLOGY","D_T_primary"
"65962","Das, Ananta Kumar; Kumar, Sanjeev; Rahim, Abdul; Kokate, Laxmikant Sambhaji; Mishra, Anil Kumar","association study of some immunological traits with layer performances in rhode island red chicken lines",2015,"INDIAN JOURNAL OF ANIMAL SCIENCES","D_T_primary"
"65965","Liu, Bingliang; Su, Jinbao; Chen, Jianwei; Cui, Guofa; Ma, Jianzhang","anthropogenic halo disturbances alter landscape and plant richness: a ripple effect",2013,"PLOS ONE","D_T_primary"
"65966","Lee, Eun; Akiba, Yukio; Sato, Kan; Toyomizu, Masaaki; Takahashi, Kazuaki","the effect of korean ginseng and coptidis rhizome on plasma acute phase substances and mrna expression of proinflammatory cytokines in spleen of growing chicks following lipopolysaccharide injection",2011,"JOURNAL OF POULTRY SCIENCE","D_T_primary"
"65967","Skrbic, Zdenka; Pavlovski, Zlatica; Lukic, Milos; Milic, Dragan","the effect of rearing conditions on carcass slaughter quality of broilers from intensive production",2011,"AFRICAN JOURNAL OF BIOTECHNOLOGY","D_T_primary"
"65968","Reid, Neil; McDonald, Robbie A.; Montgomery, W. Ian","homogeneous habitat can meet the discrete and varied resource requirements of hares but may set an ecological trap",2010,"BIOLOGICAL CONSERVATION","D_T_primary"
"65971","","ecology of sydney's urban fragments: has fragmentation taken the sting outof insect herbivory?",2004,"URBAN WILDLIFE: MORE THAN MEETS THE EYE","D_T_primary"
"65976","Linz, GM; Blixt, DC; Bergman, DL; Bleier, WJ","responses of red-winged blackbirds, yellow-headed blackbirds and marsh wrens to glyphosate-induced alterations in cattail density",1996,"JOURNAL OF FIELD ORNITHOLOGY","D_T_primary"
"65979","FEEKES, F","the black-bellied whistling duck in mexico - from traditional use to sustainable management",1991,"BIOLOGICAL CONSERVATION","D_T_primary"
"66015","Song, LS; Zou, HB; Chang, YQ; Xu, W; Wu, LT","the cdna cloning and mrna expression of a potential selenium-binding protein gene in the scallop chlamys farreri",2006,"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","D_T_primary"
"66024","Miles, DM; Owens, PR; Rowe, DE","spatial variability of litter gaseous flux within a commercial broiler house: ammonia, nitrous oxide, carbon dioxide, and methane",2006,"POULTRY SCIENCE","D_T_primary"
"66026","Marinaro, Sofia; Grau, H. Ricardo; Ignacio Gasparri, Nestor; Kuemmerle, Tobias; Baumann, Matthias","differences in production, carbon stocks and biodiversity outcomes of land tenure regimes in the argentine dry chaco",2017,"ENVIRONMENTAL RESEARCH LETTERS","D_T_primary"
"66032","Comer, Christine M.; White, Derrick; Conaghan, Philip G.; Bird, Howard A.; Redmond, Anthony C.","effects of walking with a shopping trolley on spinal posture and loading in subjects with neurogenic claudication",2010,"ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION","D_T_primary"
"66053","Hassanabadi, A.","the effects of early age feed restriction on performance and carcass characteristics of male broiler chickens",2008,"Journal of Animal and Veterinary Advances","D_T_primary"
"66057","Moe, B; Brunvoll, S; Mork, D; Brobakk, TE; Bech, C","does food shortage delay development of homeothermy in european shag nestlings (phalacrocorax aristotelis)?",2005,"JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY","D_T_primary"
"66059","Tejedor, AA; Albino, LFT; Rostagno, HS; Vieites, FM","effect of phytase suplementation on the performance and heal digestibility of nutrients",2001,"REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","D_T_primary"
"66062","Kerr, BJ; Kidd, MT","amino acid supplementation of low-protein broiler diets: 2. formulation on an ideal amino acid basis",1999,"JOURNAL OF APPLIED POULTRY RESEARCH","D_T_primary"
"66063","Saino, N; Cuervo, JJ; Krivacek, M; deLope, F; Moller, AP","experimental manipulation of tail ornament size affects the hematocrit of male barn swallows (hirundo rustica)",1997,"OECOLOGIA","D_T_primary"
"66068","DEBRUIJN, O","population ecology and conservation of the barn owl tyto-alba in farmland habitats in liemers and achterhoek (the netherlands)",1994,"ARDEA","D_T_primary"
"66082","De Hertogh, W.; Vaes, P.; Beckwee, D.; van Suijlekom, H.; Duquet, W.; van Roy, P.","lack of impairment of kinaesthetic sensibility in cervicogenic headache patients",2008,"CEPHALALGIA","D_T_primary"
"66083","Sisk, Thomas D.","incorporating edge effects into landscape design and management",2007,"Conservation Science and Practice Series","D_T_primary"
"66085","Morales, J; Moreno, J; Merino, S; Tomas, G; Martinez, J; Garamszegi, LZ","associations between immune parameters, parasitism, and stress in breeding pled flycatcher (ficedula hypoleuca) females",2004,"CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","D_T_primary"
"66086","Kapczynski, DR","development of a virosome vaccine against avian metapneumovirus subtype c for protection in turkeys",2004,"AVIAN DISEASES","D_T_primary"
"66096","SINGH, KCP; DHAWEDKAR, RG","immunomodulating effects of levamisole in chicks immunocompromised by infectious bursal disease virus",1993,"TROPICAL ANIMAL HEALTH AND PRODUCTION","D_T_primary"
"66108","Villo, Sofia","the problem of trust in a situation of stakeholder risk concern",2015,"JOURNAL OF ECONOMIC SOCIOLOGY-EKONOMICHESKAYA SOTSIOLOGIYA","D_T_primary"
"66109","Dallimer, Martin; Davies, Zoe G.; Irvine, Katherine N.; Maltby, Lorraine; Warren, Philip H.; Gaston, Kevin J.; Armsworth, Paul R.","what personal and environmental factors determine frequency of urban greenspace use?",2014,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","D_T_primary"
"66110","Ryan, Geraldine D.; Emiljanowicz, Lisa; Haerri, Simone A.; Newman, Jonathan A.","aphid and host-plant genotypexgenotype interactions under elevated co2",2014,"ECOLOGICAL ENTOMOLOGY","D_T_primary"
"66111","Bardzardi, M. Mahmoodi; Ghazanfari, S.; Salehi, A.; Sharifi, S. D.","effect of dietary myrtle essential oil on iron-induced lipid oxidation of breast, thigh and abdominal fat tissues and serum biochemical parameters in broiler chickens",2014,"EUROPEAN POULTRY SCIENCE","D_T_primary"
"66113","Nian, F.; Guo, Y. M.; Ru, Y. J.; Li, F. D.; Peron, A.","effect of exogenous xylanase supplementation on the performance, net energy and gut microflora of broiler chickens fed wheat-based diets",2011,"ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES","D_T_primary"
"66123","Demongin, Laurent; Poisbleau, Maud; Eens, Marcel","parental behavior controls asynchronous hatching, but not incubation period, in the magellanic penguin: a commentary on rebstock and boersma (2011)",2013,"CONDOR","D_T_primary"
"66126","Soufy, Hamdy; Yassein, Safaa; Ahmed, Alaa R.; Khodier, Mohamed H.; Kutkat, Mohamed A.; Nasr, Soad M.; Okda, Faten A.","antiviral and immune stimulant activities of glycyrrhizin against duck hepatitis virus",2012,"AFRICAN JOURNAL OF TRADITIONAL COMPLEMENTARY AND ALTERNATIVE MEDICINES","D_T_primary"
"66131","Adriaansen-Tennekes, R.; Decuypere, E.; Parmentier, H. K.; Savelkoul, H. F. J.","chicken lines selected for their primary antibody response to sheep red blood cells show differential hypothalamic-pituitary-adrenal axis responsiveness to mild stressors",2009,"POULTRY SCIENCE","D_T_primary"
"66139","Richardson, DHS; Cameron, RP","cyanolichens: their response to pollution and possible management strategies for their conservation in northeastern north america",2004,"NORTHEASTERN NATURALIST","D_T_primary"
"66142","Erhard, MH; Ozpinar, H; Bilal, T; Abbas, Y; Kutay, C; Eseceli, H; Stangassinger, M","the humoral immune response and the productivity of laying hens kept on the ground or in cages",2000,"ATLA-ALTERNATIVES TO LABORATORY ANIMALS","D_T_primary"
"66143","Wright, AL","distribution and abundance of brown-headed cowbirds in the wilderness of central idaho",1999,"Studies in Avian Biology","D_T_primary"
"66150","Xiao, R.; Power, R. F.; Mallonee, D.; Crowdus, C.; Brennan, K. M.; Ao, T.; Pierce, J. L.; Dawson, K. A.","a comparative transcriptomic study of vitamin e and an algae-based antioxidant as antioxidative agents: investigation of replacing vitamin e with the algae-based antioxidant in broiler diets",2011,"POULTRY SCIENCE","D_T_primary"
"66159","Rodenburg, T. B.; van Krimpen, M. M.; de Jong, I. C.; de Haas, E. N.; Kops, M. S.; Riedstra, B. J.; Nordquist, R. E.; Wagenaar, J. P.; Bestman, M.; Nicol, C. J.","the prevention and control of feather pecking in laying hens: identifying the underlying principles",2013,"WORLDS POULTRY SCIENCE JOURNAL","D_T_primary"
"66162","Naseem, S.; Rahman, S. U.; Shafee, M.; Sheikh, A. A.; Khan, A.","immunomodulatory and growth-promoting effect of a probiotic supplemented in the feed of broiler chicks vaccinated against infectious bursal disease",2012,"BRAZILIAN JOURNAL OF POULTRY SCIENCE","D_T_primary"
"66171","Casagrande, DG","conceptions of primary forest in a tzeltal maya community: implications for conservation",2004,"HUMAN ORGANIZATION","D_T_primary"
"66176","Ghosh, AK; Tapaswi, PK","dynamics of japanese encephalitis - a study in mathematical epidemiology",1999,"IMA JOURNAL OF MATHEMATICS APPLIED IN MEDICINE AND BIOLOGY","D_T_primary"
"66182","Liu, S. Q.; Zhao, J. P.; Fan, X. X.; Liu, G. H.; Jiao, H. C.; Wang, X. J.; Sun, S. H.; Lin, H.","rapamycin, a specific inhibitor of the target of rapamycin complex 1, disrupts intestinal barrier integrity in broiler chicks",2016,"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION","D_T_primary"
"66183","Drozd, Radoslaw; Rybarczyk, Artur; Wasak, Agata; Jakubowska, Malgorzata; Rybak, Kinga; Skolmowska, Magdalena","influence of flaxseed combined with thyme, rosemary, and sage leaves as fodder additives on antioxidant status in the liver of japanese quail",2016,"TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES","D_T_primary"
"66184","Matias, C. F. Q.; Rocha, J. S. R.; Pompeu, M. A.; Baiao, R. C.; Baiao, N. C.; Lara, L. J. C.; Climaco, W. L. S.; Pereira, L. F. P.; Caldas, E. O.; Teixeira, M. P. F.; Cardeal, P. C.","effect of protease on the metabolization coefficient of nutrients in broilers",2015,"ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA","D_T_primary"
"66192","Javed, Usman; Khan, Muhammad Zargham; Saleemi, Muhammad Kashif; Khan, Ahrar; Javed, Ijaz; Rafique, Shahid","toxico-pathological effects of parenteral administration of gentamicin in growing broilers",2013,"INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY","D_T_primary"
"66197","Atkins, Katherine E.; Read, Andrew F.; Savill, Nicholas J.; Renz, Katrin G.; Walkden-Brown, Stephen W.; Woolhouse, Mark E. J.","modelling marek's disease virus (mdv) infection: parameter estimates for mortality rate and infectiousness",2011,"BMC VETERINARY RESEARCH","D_T_primary"
"66209","Regnaut, Sebastien; Christe, Philippe; Chapuisat, Michel; Fumagalli, Luca","genotyping faeces reveals facultative kin association on capercaillie's leks",2006,"CONSERVATION GENETICS","D_T_primary"
"66215","DEGERNES, L; DAVIDSON, G; FLAMMER, K; KOLMSTETTER, C; MUNGER, L","administration of total parenteral-nutrition in pigeons",1994,"AMERICAN JOURNAL OF VETERINARY RESEARCH","D_T_primary"
"66220","Saunders, Sarah P.; Cuthbert, Francesca J.","genetic and environmental influences on fitness-related traits in an endangered shorebird population",2014,"BIOLOGICAL CONSERVATION","D_T_primary"
"66224","Talgre, Liina; Lauringson, Enn; Roostalu, Hugo; Astover, Alar; Eremeev, Viacheslav; Selge, Are","the effects of pure and undersowing green manures on yields of succeeding spring cereals",2009,"ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE","D_T_primary"
"66240","Chia, Camille; Dubois, Frederique","impulsiveness does not prevent cooperation from emerging but reduces its occurrence: an experiment with zebra finches",2017,"SCIENTIFIC REPORTS","D_T_primary"
"66244","Ghermandi, Andrea; Fichtman, Edna","cultural ecosystem services of multifunctional constructed treatment wetlands and waste stabilization ponds: time to enter the mainstream?",2015,"ECOLOGICAL ENGINEERING","D_T_primary"
"66246","Sinclair, Anthony R. E.; Nkwabi, Ally; Mduma, Simon A. R.; Magige, Flora","responses of the serengeti avifauna to long-term change in the environment",2014,"OSTRICH","D_T_primary"
"66250","Sipahi, C.; Yalcin, C.; Cevger, Y.; Aral, Y.; Genc, L.","impact of avian influenza outbreaks on turkish village chicken producers, and their opinions on the disease and disease control",2011,"WORLDS POULTRY SCIENCE JOURNAL","D_T_primary"
"66255","Hermi, M.; Mahmoudi, E.; Beyrem, H.; Aissa, P.; Essid, N.","responses of a free-living marine nematode community to mercury contamination: results from microcosm experiments",2009,"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","D_T_primary"
"66262","Whiting, RC; Buchanan, RL","development of a quantitative risk assessment model for salmonella enteritidis in pasteurized liquid eggs",1997,"INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","D_T_primary"
"66267","Szasz, Eszter; Szollosi, Eszter; Hegyi, Gergely; Torok, Janos; Rosivall, Balzs","rearing conditions have long-term sex-specific fitness consequences in the collared flycatcher",2017,"BEHAVIORAL ECOLOGY","D_T_primary"
"66277","Naghi Shokri, Ali; Ghasemi, Hossein A.; Taherpour, Kamran","evaluation of aloe vera and synbiotic as antibiotic growth promoter substitutions on performance, gut morphology, immune responses and blood constitutes of broiler chickens",2017,"ANIMAL SCIENCE JOURNAL","D_T_primary"
"66278","Colombi, John; Jacques, David R.; Lambach, Jacob L.","integrating uas swarming with formation drag reduction",2017,"Annual IEEE Systems Conference","D_T_primary"
"66279","Park, Y. R.; Kim, E. M.; Lee, Y. J.; Yeo, S. G.; Park, C. K.","multiplex real-time reverse transcription polymerase chain reaction for diff erential detection of h5, n1, and n8 genes of highly pathogenic avian infl uenza viruses",2017,"VETERINARNI MEDICINA","D_T_primary"
"66282","Ben-Hamo, Miriam; Burns, Darren John; Bauchinger, Ulf; Mukherjee, Shomen; Embar, Keren; Pinshow, Berry","behavioural responses during feather replacement in house sparrows",2016,"JOURNAL OF AVIAN BIOLOGY","D_T_primary"
"66285","Stanton, David J.; Allcock, John A.; Leader, Paul J.","wintering and migratory behaviour of eurasian bitterns botaurus stellaris at mai po nature reserve, hong kong, china",2015,"FORKTAIL","D_T_primary"
"66291","Cunningham, Gregory B.; Nevitt, Gabrielle A.","evidence for olfactory learning in procellariiform seabird chicks",2011,"JOURNAL OF AVIAN BIOLOGY","D_T_primary"
"66299","Li, H.; Xin, H.; Liang, Y.","moisture production of a commercial laying hen house with manure belt",2005,"Livestock Environment VII, Proceedings","D_T_primary"
"66303","Pantic, VR","estrogen as modulator of genes expression involved in control of reproduction",2001,"MARCELLO MALPIGHI SYMPOSIA SERIES","D_T_primary"
"66330","Mattsson, BJ; Niemi, GJ","factors influencing predation on ovenbird (seiurus aurocapilla) nests in northern hardwoods: interactions across spatial scales",2006,"AUK","D_T_primary"
"66333","Hassanzadeh, M; Buyse, J; Decuypere, E","further evidence for the involvement of cardiac beta-adrenergic receptors in right ventricle hypertrophy and ascites in broiler chickens",2002,"AVIAN PATHOLOGY","D_T_primary"
"66348","Mallord, John W.; Charman, Elisabeth C.; Cristinacce, Andrew; Orsman, Christopher J.","habitat associations of wood warblers phylloscopus sibilatrix breeding in welsh oakwoods",2012,"BIRD STUDY","D_T_primary"
"66360","Watson, PJ","multi-male mating and female choice increase offspring growth in the spider neriene litigiosa (linyphiidae)",1998,"ANIMAL BEHAVIOUR","D_T_primary"
"66364","Halloran, Afton; Roos, Nanna; Eilenberg, Jorgen; Cerutti, Alessandro; Bruun, Sander","life cycle assessment of edible insects for food protein: a review",2016,"AGRONOMY FOR SUSTAINABLE DEVELOPMENT","D_T_primary"
"66372","Nfonsam, Landry E.; Cano, Carlos; Mudge, Joann; Schilkey, Faye D.; Curtiss, Jennifer","analysis of the transcriptomes downstream of eyeless and the hedgehog, decapentaplegic and notch signaling pathways in drosophila melanogaster",2012,"PLOS ONE","D_T_primary"
"66381","Milutinovic, S; Zhuang, QL; Niveleau, A; Szyf, M","epigenomic stress response - knockdown of dna methyltransferase 1 triggers an intra-s-phase arrest of dna replication and induction of stress response genes",2003,"JOURNAL OF BIOLOGICAL CHEMISTRY","D_T_primary"
"66387","Hall, Richard J.; Brown, Leone M.; Altizer, Sonia","modeling vector-borne disease risk in migratory animals under climate change",2016,"INTEGRATIVE AND COMPARATIVE BIOLOGY","D_T_primary"
"66390","Maroufyan, E.; Kasim, A.; Bejo, M. Hair; Loh, T. C.; Soleimani, A. F.; Ebrahimi, M.","functional alteration of breast muscle fatty acid profile by manipulation of dietary n-6:n-3 ratios in broiler chickens",2011,"AFRICAN JOURNAL OF BIOTECHNOLOGY","D_T_primary"
"66394","Lewis, P. D.; Danisman, R.; Gous, R. M.","temporary exposure of prepubertal, somatically-mature broiler breeder females to stimulatory photoperiods",2010,"BRITISH POULTRY SCIENCE","D_T_primary"
"66402","Elekonich, MM; Wingfield, JC","seasonality and hormonal control of territorial aggression in female song sparrows (passeriformes : emberizidae : melospiza melodia)",2000,"ETHOLOGY","D_T_primary"
"66410","Gertler, A.; Shinder, D.; Yosefi, S.; Shpilman, M.; Rosenblum, C. I.; Ruzal, M.; Seroussi, E.; Freidman-Einat, M.","pegylated leptin antagonist with strong orexigenic activity in mice is not effective in chickens",2014,"JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"66416","Aubry, Yves; Desrochers, Andre; Seutin, Gilles","response of bicknell's thrush (catharus bicknelli) to boreal silviculture and forest stand edges: a radio-tracking study",2011,"CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","D_T_primary"
"66422","Blanes-Vidal, V.; Fitas, V.; Torres, A.","differential pressure as a control parameter for ventilation in poultry houses: effect on air velocity in the zone occupied by animals",2007,"SPANISH JOURNAL OF AGRICULTURAL RESEARCH","D_T_primary"
"66439","DOMJAN, M; HUBERMCDONALD, M; HOLLOWAY, KS","conditioning copulatory-behavior to an artificial object - efficacy of stimulus fading",1992,"ANIMAL LEARNING & BEHAVIOR","D_T_primary"
"66445","Caspers, Barbara A.; Hagelin, Julie; Bock, Sandra; Krause, E. Tobias","an easy method to test odour recognition in songbird hatchlings",2015,"ETHOLOGY","D_T_primary"
"66447","Thom, James M.; Clayton, Nicola S.","no evidence of temporal preferences in caching by western scrub-jays (aphelocoma californica)",2014,"BEHAVIOURAL PROCESSES","D_T_primary"
"66448","Encinas-Viso, F.; Revilla, T. A.; Van Velzen, E.; Etienne, R. S.","frugivores and cheap fruits make fruiting fruitful",2014,"JOURNAL OF EVOLUTIONARY BIOLOGY","D_T_primary"
"66458","Navara, KJ; Hill, GE; Mendonca, MT","yolk testosterone stimulates growth and immunity in house finch chicks",2006,"PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY","D_T_primary"
"66467","WHITESIDES, JF; KRISTA, LM; MORA, EC; KLESIUS, PH; GRAY, BW; SPANO, JS; DRANE, JW","effect of surgical and chemical inovo bursectomy on hatchability, mortality-rate, and antibody-response in hypertensive and hypotensive lines of turkeys",1991,"POULTRY SCIENCE","D_T_primary"
"66469","Li, Fengqing; Shah, Deep Narayan; Pauls, Steffen U.; Qu, Xiaodong; Cai, Qinghua; Shah, Ram Devi Tachamo","elevational shifts of freshwater communities cannot catch up climate warming in the himalaya",2016,"WATER","D_T_primary"
"66472","Buchanan, Katherine L.; Partecke, Jesko","the endocrine system: can homeostasis be maintained in a changing world?",2012,"BEHAVIOURAL RESPONSES TO A CHANGING WORLD: MECHANISMS AND CONSEQUENCES","D_T_primary"
"66476","Van Colen, Carl; Snoeck, Frederik; Struyf, Kris; Vincxi, Magda; Degraer, Steven","macrobenthic community structure and distribution in the zwin nature reserve (belgium and the netherlands)",2009,"JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM","D_T_primary"
"66487","Schlaepfer, MA; Runge, MC; Sherman, PW","ecological and evolutionary traps",2002,"TRENDS IN ECOLOGY & EVOLUTION","D_T_primary"
"66498","Nuernberg, Gertrud K.; LaZerte, Bruce D.","trophic state decrease after lanthanum-modified bentonite (phoslock) application to a hyper-eutrophic polymictic urban lake frequented by canada geese (branta canadensis)",2016,"LAKE AND RESERVOIR MANAGEMENT","D_T_primary"
"66500","Larson, Tracy A.; Thatra, Nivretta M.; Lee, Brian H.; Brenowitz, Eliot A.","reactive neurogenesis in response to naturally occurring apoptosis in an adult brain",2014,"JOURNAL OF NEUROSCIENCE","D_T_primary"
"66505","Sewall, Kendra B.; Dankoski, Elyse C.; Sockman, Keith W.","song environment affects singing effort and vasotocin immunoreactivity in the forebrain of male lincoln's sparrows",2010,"HORMONES AND BEHAVIOR","D_T_primary"
"66507","Phoofolo, Mpho W.; Glies, Kristopher L.; Elliott, Norman C.","quantitative evaluation of suitability of the greenbug, schizaphis graminum, and the bird cherry-oat aphid, rhopalosiphum padi, as prey for hippodamia convergens (coleoptera : coccinellidae)",2007,"BIOLOGICAL CONTROL","D_T_primary"
"66509","Asikainen, TM; Schneider, BK; Waleh, NS; Clyman, RI; Ho, WB; Flippin, LA; Gunzler, V; White, CW","activation of hypoxia-inducible factors in hyperoxia through prolyl 4-hydroxylase blockade in cells and explants of primate lung",2005,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","D_T_primary"
"66515","Whitbeck, M; Grace, JB","evaluation of non-destructive methods for estimating biomass in marshes of the upper texas, usa coast",2006,"WETLANDS","D_T_primary"
"66516","Gonzalez-Solis, J","regulation of incubation shifts near hatching by giant petrels: a timed mechanism, embryonic signalling or food availability?",2004,"ANIMAL BEHAVIOUR","D_T_primary"
