"","Authors","Title","Year","Source","grp"
"61597","Tatin, L; Dutoit, T; Feh, C","impact of pasture grazing by przewalski horses (equus przewalskii) on orthoptera populations on the causse mejean (lozere, france).",2000,"REVUE D ECOLOGIE-LA TERRE ET LA VIE","An_D_primary"
"61608","Kreijtz, Joost H. C. M.; Osterhaus, Albert D. M. E.; Rimmelzwaan, Guus F.","vaccination strategies and vaccine formulations for epidemic and pandemic influenza control",2009,"HUMAN VACCINES","An_D_primary"
"61609","Duan, Hai-bin; Ma, Guan-jun; Luo, De-lin","optimal formation reconfiguration control of multiple ucavs using improved particle swarm optimization",2008,"JOURNAL OF BIONIC ENGINEERING","An_D_primary"
"61633","Samejima, Kumiko; Ogawa, Hiromi; Ageichik, Alexander V.; Peterson, Kevin L.; Kaufmann, Scott H.; Kanemaki, Masato T.; Earnshaw, William C.","auxin-induced rapid degradation of inhibitor of caspase-activated dnase (icad) induces apoptotic dna fragmentation, caspase activation, and cell death a cell suicide module",2014,"JOURNAL OF BIOLOGICAL CHEMISTRY","An_D_primary"
"61647","Howell, M; Inman, GJ; Hill, CS","a novel xenopus smad-interacting forkhead transcription factor (xfast-3) cooperates with xfast-1 in regulating gastrulation movements",2002,"DEVELOPMENT","An_D_primary"
"61654","Thomas, J. K.; Janz, D. M.","dietary selenomethionine exposure in adult zebrafish alters swimming performance, energetics and the physiological stress response",2011,"AQUATIC TOXICOLOGY","An_D_primary"
"61656","Diaz-Mendoza, M; Ortego, F; de Lacoba, MG; Magana, C; de la Poza, M; Farinos, GP; Castanera, P; Hernandez-Crespo, P","diversity of trypsins in the mediterranean corn borer sesamia nonagrioides (lepidoptera : noctuidae), revealed by nucleic acid sequences and enzyme purification",2005,"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","An_D_primary"
"61657","Yu, Chunlei; Cherfaoui, Veronique; Bonnifait, Philippe","semantic evidential lane grids with prior maps for autonomous navigation",2016,"2016 IEEE 19TH INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORTATION SYSTEMS (ITSC)","An_D_primary"
"61661","Cook, Robert; Fagot, Joel","first trial rewards promote 1-trial learning and prolonged memory in pigeon and baboon",2009,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","An_D_primary"
"61663","Niemi, GJ; McDonald, ME","application of ecological indicators",2004,"ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS","An_D_primary"
"61664","Vinberg, Frans; Kefalov, Vladimir","simultaneous ex vivo functional testing of two retinas by in vivo electroretinogram system",2015,"JOVE-JOURNAL OF VISUALIZED EXPERIMENTS","An_D_primary"
"61671","Lienkamp, Soeren; Ganner, Athina; Walz, Gerd","inversin, wnt signaling and primary cilia",2012,"DIFFERENTIATION","An_D_primary"
"61680","Chen, Lingyun; Song, Xiaolei; Chen, Xi; Dang, Xiao; Wang, Wenjing","the complete mitochondrial genome of the pundamilia nyererei (perciformes, cichlidae)",2016,"MITOCHONDRIAL DNA PART A","An_D_primary"
"61681","Ramirez-Sierra, M. J.; Dumonteil, E.","infection rate by trypanosoma cruzi and biased vertebrate host selection in the triatoma dimidiata (hemiptera: reduvidae) species complex",2016,"JOURNAL OF MEDICAL ENTOMOLOGY","An_D_primary"
"61688","McGaughey, David M.; McCallion, Andrew S.","efficient discovery of ascl1 regulatory sequences through transgene pooling",2010,"GENOMICS","An_D_primary"
"61689","Park, Seong Kook; Cho, Hong Wook; Heo, Kyung Wook; Hur, Dae Young; Lee, Hyun-Kyung","role of acidic mammalian chitinase and chitotriosidase in nasal polyps",2009,"OTOLARYNGOLOGY-HEAD AND NECK SURGERY","An_D_primary"
"61697","Simpson, Victoria J.; Johnson, Thomas E.","genetic models in the study of anesthetic drug action",1996,"INTERNATIONAL REVIEW OF NEUROBIOLOGY","An_D_primary"
"61701","O'Shaughnessy, Katherine L.; Dahn, Randall D.; Cohn, Martin J.","molecular development of chondrichthyan claspers and the evolution of copulatory organs",2015,"NATURE COMMUNICATIONS","An_D_primary"
"61718","Pinheiro-da-Silva, Jaquelinne; Silva, Priscila Fernandes; Nogueira, Marcelo Borges; Luchiari, Ana Carolina","sleep deprivation effects on object discrimination task in zebrafish (danio rerio)",2017,"ANIMAL COGNITION","An_D_primary"
"61723","Niiyama, Ryuma; Kuniyoshi, Yasuo","design principle based on maximum output force profile for a musculoskeletal robot",2010,"INDUSTRIAL ROBOT-AN INTERNATIONAL JOURNAL","An_D_primary"
"61724","Shukla, U. K.; Bora, D. S.; Singh, C. K.","geomorphic positioning and depositional dynamics of river systems in lower siwalik basin, kumaun himalaya",2009,"JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA","An_D_primary"
"61726","Macaluso, C; Frishman, LJ; Frueh, B; Kaelin-Lang, A; Onoe, S; Niemeyer, G","multiple effects of adenosine in the arterially perfused mammalian eye. possible mechanisms for the neuroprotective function of adenosine in the retina - adenosine in the perfused eye",2003,"DOCUMENTA OPHTHALMOLOGICA","An_D_primary"
"61742","Vitobello, Antonio; Ferretti, Elisabetta; Lampe, Xavier; Vilain, Nathalie; Ducret, Sebastien; Ori, Michela; Spetz, Jean-Francois; Selleri, Licia; Rijli, Filippo M.","hox and pbx factors control retinoic acid synthesis during hindbrain segmentation",2011,"DEVELOPMENTAL CELL","An_D_primary"
"61749","Kumagai, A; Lee, J; Yoo, HY; Dunphy, WG","topbp1 activates the atr-atrip complex",2006,"CELL","An_D_primary"
"61751","Blaug, S; Quinn, R; Quong, J; Jalickee, S; Miller, SS","retinal pigment epithelial function: a role for cftr?",2003,"DOCUMENTA OPHTHALMOLOGICA","An_D_primary"
"61752","Savchenko, A; Kraft, TW; Molokanova, E; Kramer, RH","growth factors regulate phototransduction in retinal rods by modulating cyclic nucleotide-gated channels through dephosphorylation of a specific tyrosine residue",2001,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","An_D_primary"
"61766","Kozlov, Alexander; Huss, Mikael; Lansner, Anders; Kotaleski, Jeanette Hellgren; Grillner, Sten","simple cellular and network control principles govern complex patterns of motor behavior",2009,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","An_D_primary"
"61769","Peng, Rui; Zeng, Bo; Meng, Xiuxiang; Yue, Bisong; Zhang, Zhihe; Zou, Fangdong","the complete mitochondrial genome and phylogenetic analysis of the giant panda (ailuropoda melanoleuca)",2007,"GENE","An_D_primary"
"61785","UCHIYAMA, A; IMANAKA, H; TAENAKA, N; NAKANO, S; FUJINO, Y; YOSHIYA, I","comparative-evaluation of diaphragmatic activity during pressure support ventilation and intermittent mandatory ventilation in animal-model",1994,"AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","An_D_primary"
"61786","HOOPER, RG; LENNARTZ, MR; MUSE, HD","heart rot and cavity tree selection by red-cockaded woodpeckers",1991,"JOURNAL OF WILDLIFE MANAGEMENT","An_D_primary"
"61790","Piergiovanni, Gabriele; Costanzo, Vincenzo","gemc1 is a novel topbp1-interacting protein involved in chromosomal dna replication",2010,"CELL CYCLE","An_D_primary"
"61791","Hogstrand, Christer; Zheng, Dongling; Feeney, Graham; Cunningham, Phil; Kille, Peter","zinc-controlled gene expression by metal-regulatory transcription factor 1 (mtf1) in a model vertebrate, the zebrafish",2008,"BIOCHEMICAL SOCIETY TRANSACTIONS","An_D_primary"
"61796","Zuckert, WR; Lloyd, JE; Stewart, PE; Rosa, PA; Barbour, AG","cross-species surface display of functional spirochetal lipoproteins by recombinant borrelia burgdorferi",2004,"INFECTION AND IMMUNITY","An_D_primary"
"61798","Dickmeis, T; Aanstad, P; Clark, M; Fischer, N; Herwig, R; Mourrain, P; Blader, P; Rosa, F; Lehrach, H; Strahle, U","identification of nodal signaling targets by array analysis of induced complex probes",2001,"DEVELOPMENTAL DYNAMICS","An_D_primary"
"61801","Kumar, Sandeep; Duester, Gregg","retinoic acid controls body axis extension by directly repressing fgf8 transcription",2014,"DEVELOPMENT","An_D_primary"
"61807","Geminard, Charles; Rulifson, Eric J.; Leopold, Pierre","remote control of insulin secretion by fat cells in drosophila",2009,"CELL METABOLISM","An_D_primary"
"61809","Weber, W; Marty, RR; Link, N; Ehrbar, M; Keller, B; Weber, CC; Zisch, AH; Heinzen, C; Djonov, V; Fussenegger, M","conditional human vegf-mediated vascularization in chicken embryos using a novel temperature-inducible gene regulation (tigr) system",2003,"NUCLEIC ACIDS RESEARCH","An_D_primary"
"61813","DeSilva, AM; Fish, D; Burkot, TR; Zhang, Y; Fikrig, E","ospa antibodies inhibit the acquisition of borrelia burgdorferi by ixodes ticks",1997,"INFECTION AND IMMUNITY","An_D_primary"
"61818","Al Oustah, Amir; Danesin, Cathy; Khouri-Farah, Nagham; Farreny, Marie-Amelie; Escalas, Nathalie; Cochard, Philippe; Glise, Bruno; Soula, Cathy","dynamics of sonic hedgehog signaling in the ventral spinal cord are controlled by intrinsic changes in source cells requiring sulfatase 1",2014,"DEVELOPMENT","An_D_primary"
"61821","Wang, Yifan; Dantas, Tiago J.; Lalor, Pierce; Dockery, Peter; Morrison, Ciaran G.","promoter hijack reveals pericentrin functions in mitosis and the dna damage response",2013,"CELL CYCLE","An_D_primary"
"61822","Curado, Silvia; Kumari, Sudha; Dustin, Michael L.","cell biology meets physiology: functional organization of vertebrate plasma membranes- the immunological synapse",2013,"Current Topics in Membranes","An_D_primary"
"61823","Li, Ping; Ann, Jason; Akk, Gustav","activation and modulation of human alpha 4 beta 2 nicotinic acetylcholine receptors by the neonicotinoids clothianidin and imidacloprid",2011,"JOURNAL OF NEUROSCIENCE RESEARCH","An_D_primary"
"61824","Noireau, Francois; Diosque, Patricio; Jansen, Ana Maria","trypanosoma cruzi: adaptation to its vectors and its hosts",2009,"VETERINARY RESEARCH","An_D_primary"
"61829","Dominguez-Dominguez, Laura E.; Morales-Mavil, Jorge E.; Alba-Landa, Juan","germination of ficus insipida (moraceae) seeds from toucan (ramphastos sulfuratus) and spider monkey (ateles geoffroyi) feces",2006,"REVISTA DE BIOLOGIA TROPICAL","An_D_primary"
"61842","Satterlie, Richard A.","organization of the dorsoventral musculature in the wings of the pteropod mollusc clione limacina",2015,"INVERTEBRATE BIOLOGY","An_D_primary"
"61849","Gereben, Balazs; Zavacki, Ann Marie; Ribich, Scott; Kim, Brian W.; Huang, Stephen A.; Simonides, Warner S.; Zeold, Aniko; Bianco, Antonio C.","cellular and molecular basis of deiodinase-regulated thyroid hormone signaling",2008,"ENDOCRINE REVIEWS","An_D_primary"
"61858","RUSSELL, EL; STOREY, KB","glycogen-synthetase and the control of cryoprotectant clearance after thawing in the freeze-tolerant wood frog",1995,"CRYO-LETTERS","An_D_primary"
"61862","SMITH, SC; ARMSTRONG, JB","heart development in normal and cardiac-lethal mutant axolotls - a model for the control of vertebrate cardiogenesis",1991,"DIFFERENTIATION","An_D_primary"
"61869","Chasiotis, Helen; Kolosov, Dennis; Bui, Phuong; Kelly, Scott P.","tight junctions, tight junction proteins and paracellular permeability across the gill epithelium of fishes: a review",2012,"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","An_D_primary"
"61883","Konantz, Martina; Balci, Tugce B.; Hartwig, Udo F.; Dellaire, Graham; Andre, Maya C.; Berman, Jason N.; Lengerke, Claudia","zebrafish xenografts as a tool for in vivo studies on human cancer",2012,"Annals of the New York Academy of Sciences","An_D_primary"
"61884","Weisbord, C. D.; Callaghan, D. T.; Pyle, G. G.","associative learning in male rusty crayfish (orconectes rusticus): conditioned behavioural response to an egg cue from walleye (sander vitreus)",2012,"CANADIAN JOURNAL OF ZOOLOGY","An_D_primary"
"61888","Benjamin, Paul R.; Staras, Kevin; Kemenes, Gyoergy","what roles do tonic inhibition and disinhibition play in the control of motor programs?",2010,"FRONTIERS IN BEHAVIORAL NEUROSCIENCE","An_D_primary"
"61897","STEFANO, GB; PAEMEN, LR; HUGHES, TK","autoimmunoregulation - differential modulation of cd10 neutral endopeptidase 24.11 by tumor-necrosis-factor and neuropeptides",1992,"JOURNAL OF NEUROIMMUNOLOGY","An_D_primary"
"61899","Ng, C. Y. P.; Cheng, S. H.; Yu, K. N.","hormetic effect induced by depleted uranium in zebrafish embryos",2016,"AQUATIC TOXICOLOGY","An_D_primary"
"61902","Sluder, Greenfield; Khodjakov, Alexey","centriole duplication: analogue control in a digital age",2010,"CELL BIOLOGY INTERNATIONAL","An_D_primary"
"61907","Vogelstein, R. Jacob; Etienne-Cummings, Ralph; Thakor, Nitish V.; Cohen, Avis H.","phase-dependent effects of spinal cord stimulation on locomotor activity",2006,"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING","An_D_primary"
"61915","Masuda, Kiyoshi; Kuwano, Yuki; Nishida, Kensei; Rokutan, Kazuhito; Imoto, Issei","nf90 in posttranscriptional gene regulation and microrna biogenesis",2013,"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","An_D_primary"
"61919","Roure, Virginie; Bantignies, Frederic","polycomb group-mediated gene silencing mechanisms: stability versus flexibility",2009,"EPIGENOMICS","An_D_primary"
"61923","Pertusa, Maria; Morenilla-Palao, Cruz; Carteron, Christelle; Viana, Felix; Cabedo, Hugo","transcriptional control of cholesterol biosynthesis in schwann cells by axonal neuregulin 1",2007,"JOURNAL OF BIOLOGICAL CHEMISTRY","An_D_primary"
"61927","MORRISON, DF; TING, TD; VALLURY, V; HO, YK; CROUCH, RK; CORSON, DW; MANGINI, NJ; PEPPERBERG, DR","reduced light-dependent phosphorylation of an analog visual pigment containing 9-demethylretinal as its chromophore",1995,"JOURNAL OF BIOLOGICAL CHEMISTRY","An_D_primary"
"61942","Barraquand, F.; Martinet, V.","biological conservation in dynamic agricultural landscapes: effectiveness of public policies and trade-offs with agricultural production",2011,"ECOLOGICAL ECONOMICS","An_D_primary"
"61946","Sanchez Di Maggio, Lucia; Tirloni, Lucas; Pinto, Antonio F. M.; Diedrich, Jolene K.; Yates, John R., III; Benavides, Uruguaysito; Carmona, Carlos; Vaz, Itabajara da Silva, Jr.; Berasain, Patricia","across intra-mammalian stages of the liver fluke fasciola hepatica: a proteomic study",2016,"SCIENTIFIC REPORTS","An_D_primary"
"61950","Schmidt, Rebecca; Beil, Tanja; Straehle, Uwe; Rastegar, Sepand","stab wound injury of the zebrafish adult telencephalon: a method to investigate vertebrate brain neurogenesis and regeneration",2014,"JOVE-JOURNAL OF VISUALIZED EXPERIMENTS","An_D_primary"
"61952","Meckley, Trevor D.; Wagner, C. Michael; Luehring, Mark A.","field evaluation of larval odor and mixtures of synthetic pheromone components for attracting migrating sea lampreys in rivers",2012,"JOURNAL OF CHEMICAL ECOLOGY","An_D_primary"
"61959","Garcia-Alonso, J; Hoeger, U; Rebscher, N","regulation of vitellogenesis in nereis virens (annelida : polychaeta): effect of estradiol-17 beta on eleocytes",2006,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","An_D_primary"
"61975","Naber, Marnix; Hommel, Bernhard; Colzato, Lorenza S.","improved human visuomotor performance and pupil constriction after choline supplementation in a placebo-controlled double-blind study",2015,"SCIENTIFIC REPORTS","An_D_primary"
"61979","Song, Guixian; Shen, Yahui; Zhu, Jingai; Liu, Hailang; Liu, Ming; Shen, Ya-Qing; Zhu, Shasha; Kong, Xiangqing; Yu, Zhangbin; Qian, Lingmei","integrated analysis of dysregulated lncrna expression in fetal cardiac tissues with ventricular septal defect",2013,"PLOS ONE","An_D_primary"
"61996","LACKNER, MR; KORNFELD, K; MILLER, LM; HORVITZ, HR; KIM, SK","a map kinase homolog, mpk-1, is involved in ras-mediated induction of vulvar cell fates in caenorhabditis-elegans",1994,"GENES & DEVELOPMENT","An_D_primary"
"61997","VOIT, R; SCHNAPP, A; KUHN, A; ROSENBAUER, H; HIRSCHMANN, P; STUNNENBERG, HG; GRUMMT, I","the nucleolar transcription factor mubf is phosphorylated by casein kinase-ii in the c-terminal hyperacidic tail which is essential for transactivation",1992,"EMBO JOURNAL","An_D_primary"
"62004","Solan, Joell L.; Lampe, Paul D.","connexin43 phosphorylation: structural changes and biological effects",2009,"BIOCHEMICAL JOURNAL","An_D_primary"
"62021","Jackson, R. R.; Nelson, X. J.","evarcha culicivora chooses blood-fed anopheles mosquitoes but other east african jumping spiders do not",2012,"MEDICAL AND VETERINARY ENTOMOLOGY","An_D_primary"
"62029","Akaki, M; Dvorak, JA","a chemotactic response facilitates mosquito salivary gland infection by malaria sporozoites",2005,"JOURNAL OF EXPERIMENTAL BIOLOGY","An_D_primary"
"62030","Appenheimer, MM; Chen, Q; Girard, RA; Wang, WC; Evans, SS","impact of fever-range thermal stress on lymphocyte-endothelial adhesion and lymphocyte trafficking",2005,"IMMUNOLOGICAL INVESTIGATIONS","An_D_primary"
"62034","Biergans, Stephanie D.; Claudianos, Charles; Reinhard, Judith; Galizia, C. Giovanni","dna methylation mediates neural processing after odor learning in the honeybee",2017,"SCIENTIFIC REPORTS","An_D_primary"
"62036","Diffendorfer, Jay E.; Loomis, John B.; Ries, Leslie; Oberhauser, Karen; Lopez-Hoffman, Laura; Semmens, Darius; Semmens, Brice; Butterfield, Bruce; Bagstad, Ken; Goldstein, Josh; Wiederholt, Ruscena; Mattsson, Brady; Thogmartin, Wayne E.","national valuation of monarch butterflies indicates an untapped potential for incentive-based conservation",2014,"CONSERVATION LETTERS","An_D_primary"
"62037","Gellert, Manuela; Venz, Simone; Mitloehner, Jessica; Cott, Catherine; Hanschmann, Eva-Maria; Lillig, Christopher Horst","identification of a dithiol-disulfide switch in collapsin response mediator protein 2 (crmp2) that is toggled in a model of neuronal differentiation",2013,"JOURNAL OF BIOLOGICAL CHEMISTRY","An_D_primary"
"62043","Lee, Kwang-Zin; Kniazeva, Marina; Han, Min; Pujol, Nathalie; Ewbank, Jonathan J.","the fatty acid synthase fasn-1 acts upstream of wnk and ste20/gck-vi kinases to modulate antimicrobial peptide expression in c. elegans epidermis",2010,"VIRULENCE","An_D_primary"
"62045","Colditz, I. G.","six costs of immunity to gastrointestinal nematode infections",2008,"PARASITE IMMUNOLOGY","An_D_primary"
"62046","Humphries, Ann; Wells, Tim; Baler, Ruben; Klein, David C.; Carter, David A.","rodent aanat: intronic e-box sequences control tissue specificity but not rhythmic expression in the pineal gland",2007,"MOLECULAR AND CELLULAR ENDOCRINOLOGY","An_D_primary"
"62057","Alquicer, Glenda; Kodrik, Dalibor; Krishnan, Natraj; Vecera, Josef; Socha, Radomir","activation of insect anti-oxidative mechanisms by mammalian glucagon",2009,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY","An_D_primary"
"62062","Zhao, X; Liu, JN; Ahmad, I","differentiation of embryonic stem cells into retinal neurons",2002,"BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","An_D_primary"
"62064","Gillespie, RD; Mbow, ML; Titus, RG","the immunomodulatory factors of bloodfeeding arthropod saliva",2000,"PARASITE IMMUNOLOGY","An_D_primary"
"62080","Sohl, G; Guldenagel, M; Traub, O; Willecke, K","connexin expression in the retina",2000,"BRAIN RESEARCH REVIEWS","An_D_primary"
"62087","Graham, J. L.; Mady, R. P.; Greives, T. J.","experimental immune activation using a mild antigen decreases reproductive success in free-living female dark-eyed juncos (junco hyemalis)",2017,"CANADIAN JOURNAL OF ZOOLOGY","An_D_primary"
"62088","Smeenk, Godelieve; Mailand, Niels","writers, readers, and erasers of histone ubiquitylation in dna double-strand break repair",2016,"FRONTIERS IN GENETICS","An_D_primary"
"62094","Misra, Kamana; Matise, Michael P.","a critical role for sfrp proteins in maintaining caudal neural tube closure in mice via inhibition of bmp signaling",2010,"DEVELOPMENTAL BIOLOGY","An_D_primary"
"62096","Araujo-Jorge, Tania C.; Waghabi, Mariana C.; Soeiro, Maria de Nazar C.; Keramidas, Michelle; Bailly, Sabine; Feige, Jean-Jacques","pivotal role for tgf-beta in infectious heart disease: the case of trypanosoma cruzi infection and consequent chagasic myocardiopathy",2008,"CYTOKINE & GROWTH FACTOR REVIEWS","An_D_primary"
"62103","Deem, SL; Norval, RAI; Donachie, PL; Mahan, SM","demonstration of vertical transmission of cowdria ruminantium, the causative agent of heartwater, from cows to their calves",1996,"VETERINARY PARASITOLOGY","An_D_primary"
"62118","Landini, G; Iannaccone, PM","modeling of mosaic patterns in chimeric liver and adrenal cortex: algorithmic organogenesis?",2000,"FASEB JOURNAL","An_D_primary"
"62127","Liu, Danxu; Chalmers, Ronald","hyperactive mariner transposons are created by mutations that disrupt allosterism and increase the rate of transposon end synapsis",2014,"NUCLEIC ACIDS RESEARCH","An_D_primary"
"62135","Stein, AJ; Fuchs, G; Fu, CM; Wolin, SL; Reinisch, KM","structural insights into rna quality control: the ro autoantigen binds misfolded rnas via its central cavity",2005,"CELL","An_D_primary"
"62143","Saiz-Lopez, Patricia; Chinnaiya, Kavitha; Towers, Matthew; Ros, Maria A.","intrinsic properties of limb bud cells can be differentially reset",2017,"DEVELOPMENT","An_D_primary"
"62146","Roberto Sotelo, Jose","transfer of arns and ribosomas from glias to axons",2016,"ANALES DE LA FACULTAD DE MEDICINA-UNIVERSIDAD DE LA REPUBLICA URUGUAY","An_D_primary"
"62149","Rajendra, Eeson; Garaycoechea, Juan I.; Patel, Ketan J.; Passmore, Lori A.","abundance of the fanconi anaemia core complex is regulated by the ruvbl1 and ruvbl2 aaa+ atpases",2014,"NUCLEIC ACIDS RESEARCH","An_D_primary"
"62150","Chinnaiya, Kavitha; Tickle, Cheryll; Towers, Matthew","sonic hedgehog-expressing cells in the developing limb measure time by an intrinsic cell cycle clock",2014,"NATURE COMMUNICATIONS","An_D_primary"
"62158","McGivern, Jered V.; Swaney, Danielle L.; Coon, Joshua J.; Sheets, Michael D.","toward defining the phosphoproteome of xenopus laevis embryos",2009,"DEVELOPMENTAL DYNAMICS","An_D_primary"
"62163","Scheffer, U; Krasko, A; Pancer, Z; Muller, WEG","high conservation of the serum response factor within metazoa: cdna from the sponge geodia cydonium",1997,"BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","An_D_primary"
"62168","Bandari, Shyam; Exner, Sebastian; Ortmann, Corinna; Bachvarova, Velina; Vortkamp, Andrea; Grobe, Kay","sweet on hedgehogs: regulatory roles of heparan sulfate proteoglycans in hedgehog-dependent cell proliferation and differentiation",2015,"CURRENT PROTEIN & PEPTIDE SCIENCE","An_D_primary"
"62169","Chiang, Jessica J.; Davis, Meredith E.; Gack, Michaela U.","regulation of rig-i-like receptor signaling by host and viral proteins",2014,"CYTOKINE & GROWTH FACTOR REVIEWS","An_D_primary"
"62186","Metzner, W; Juranek, J","a sensory brain map for each behavior?",1997,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","An_D_primary"
"62187","Arukwe, A; Forlin, L; Goksoyr, A","xenobiotic and steroid biotransformation enzymes in atlantic salmon (salmo salar) liver treated with an estrogenic compound, 4-nonylphenol",1997,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","An_D_primary"
"62190","Greene, MJ; Stark, SL; Mason, RT","predatory response of brown tree snakes to chemical stimuli from human skin",2002,"JOURNAL OF CHEMICAL ECOLOGY","An_D_primary"
"62192","Huebner, Patrick P.; Khan, Serajul I.; Migliaccio, Americo A.","the mammalian efferent vestibular system plays a crucial role in the high-frequency response and short-term adaptation of the vestibuloocular reflex",2015,"JOURNAL OF NEUROPHYSIOLOGY","An_D_primary"
"62203","Cooper, WE; Hartdegen, R","lingual and biting responses to prey chemicals by ingestively naive scincid lizards: discrimination from control chemicals, time course, and effect of method of stimulus presentation",2000,"CHEMOECOLOGY","An_D_primary"
"62210","Souza, Andre L. A.; Faria, Robson X.; Calabrese, Katia S.; Hardoim, Daiane J.; Taniwaki, Noemi; Alves, Luiz A.; De Simone, Salvatore G.","temporizin and temporizin-1 peptides as novel candidates for eliminating trypanosoma cruzi",2016,"PLOS ONE","An_D_primary"
"62213","Imik, H.; Atasever, M. Aydemir; Koc, M.; Atasever, M.; Ozturan, K.","effect of dietary supplementation of some antioxidants on growth performance, carcass composition and breast meat characteristics in quails reared under heat stress",2010,"CZECH JOURNAL OF ANIMAL SCIENCE","An_D_primary"
"62214","Buhler, DR; Miranda, CL; Henderson, MC; Yang, YH; Lee, SJ; Wang-Buhler, JL","effects of 17 beta-estradiol and testosterone on hepatic mrna/protein levels and catalytic activities of cyp2m1, cyp2k1, and cyp3a27 in rainbow trout (oncorhynchus mykiss)",2000,"TOXICOLOGY AND APPLIED PHARMACOLOGY","An_D_primary"
"62216","Smith, Benjamin J.; Cote, Patrice D.; Tremblay, Francois","d1 dopamine receptors modulate cone on bipolar cell nav channels to control daily rhythms in photopic vision",2015,"CHRONOBIOLOGY INTERNATIONAL","An_D_primary"
"62218","DuchampViret, P; PalouzierPaulignan, B; Duchamp, A","odor coding properties of frog olfactory cortical neurons",1996,"NEUROSCIENCE","An_D_primary"
"62227","Bruun, Camilla S.; Jaderlund, Karin H.; Berendt, Mette; Jensen, Kristine B.; Spodsberg, Eva H.; Gredal, Hanne; Shelton, G. Diane; Mickelson, James R.; Minor, Katie M.; Lohi, Hannes; Bjerkas, Inge; Stigen, Oyvind; Espenes, Arild; Rohdin, Cecilia; Edlund, Rebecca; Ohlsson, Jennie; Cizinauskas, Sigitas; Leifsson, Pall S.; Droegemueller, Cord; Moe, Lars; Cirera, Susanna; Fredholm, Merete","a gly98val mutation in the n-myc downstream regulated gene 1 (ndrg1) in alaskan malamutes with polyneuropathy",2013,"PLOS ONE","An_D_primary"
"62241","Berradi, H.; Bernadet, M. D.; Guy, G.; Rideau, N.","expression of the glucokinase gene in mule duck liver and glucokinase activities in chicken and mule duck livers",2007,"POULTRY SCIENCE","An_D_primary"
"62246","Bose, Arshiya; Vira, Bhaskar; Garcia, Claude","does environmental certification in coffee promote ""business as usual""? a case study from the western ghats, india",2016,"AMBIO","An_D_primary"
"62252","Jin, Yuanxiang; Lin, Xiaojian; Miao, Wenyu; Wang, Linggang; Wu, Yan; Fu, Zhengwei","oral exposure of pubertal male mice to endocrine-disrupting chemicals alters fat metabolism in adult livers",2015,"ENVIRONMENTAL TOXICOLOGY","An_D_primary"
"62256","Harikrishnan, S.; Vasudevan, Karthikeyan; Udhayan, A.; Mathur, P. K.","biodiversity values of abandoned teak, tectona grandis plantations in southern western ghats: is there a need for management intervention?",2012,"BASIC AND APPLIED ECOLOGY","An_D_primary"
"62267","Kelly, SA; Czech, PP; Wight, JT; Blank, KM; Garland, T","experimental evolution and phenotypic plasticity of hindlimb bones in high-activity house mice",2006,"JOURNAL OF MORPHOLOGY","An_D_primary"
"62280","Marteau, Melanie; Sara, Maurizio","habitat preferences of edible dormouse, glis glis italicus: implications for the management of arboreal mammals in mediterranean forests",2015,"FOLIA ZOOLOGICA","An_D_primary"
"62287","Godoy, S; Chicco, CF","venezuelan raw rock phosphates in the chicken broiler nutrition. i. growth and bone mineralization",1999,"REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS","An_D_primary"
"62295","Dirkes, Marcel C.; Milstein, Dan M. J.; Heger, Michal H; van Gulik, Thomas M.","absence of hydrogen sulfide-induced hypometabolism in pigs: a mechanistic explanation in relation to small nonhibernating mammals",2015,"EUROPEAN SURGICAL RESEARCH","An_D_primary"
"62303","Pawelek, Kasia A.; Niehaus, Patrick; Salmeron, Cristian; Hager, Elizabeth J.; Hunt, Gregg J.","modeling dynamics of culex pipiens complex populations and assessing abatement strategies for west nile virus",2014,"PLOS ONE","An_D_primary"
