"","Authors","Title","Year","Source","grp"
"60501","Batut, Julie; Duboe, Carine; Vandel, Laurence","the methyltransferases prmt4/carm1 and prmt5 control differentially myogenesis in zebrafish",2011,"PLOS ONE","A_An_primary"
"60505","Matic, Slavko; Delac, Damir","silvicultural treatments as a method of increasing the value of private forests in gorski kotar",2008,"SUMARSKI LIST","A_An_primary"
"60530","Riva, Federica; Polentarutti, Nadia; Tribbioli, Giulia; Mantovani, Alberto; Garlanda, Cecilia; Turin, Lauretta","the expression pattern of tir8 is conserved among vertebrates",2009,"VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY","A_An_primary"
"60533","SenGupta, DN; SenGupta, B; Zhou, A; Mitra, A; Silverman, RH","expression of mammalian antiviral enzymes from the 2-5a system in transgenic plants",1996,"JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY","A_An_primary"
"60539","Smith, VJ; Brown, JH; Hauton, C","immunostimulation in crustaceans: does it really protect against infection?",2003,"FISH & SHELLFISH IMMUNOLOGY","A_An_primary"
"60566","Mazzoni, Emanuele; Chiesa, Olga; Puggioni, Vincenzo; Panini, Michela; Manicardi, Gian Carlo; Bizzaro, Davide","presence of kdr and s-kdr resistance in musca domestica populations collected in piacenza province (northern italy)",2015,"BULLETIN OF INSECTOLOGY","A_An_primary"
"60583","Desoubeaux, Guillaume; Piqueras, Maria del Carmen; Pantin, Ana; Bhattacharya, Sanjoy K.; Peschke, Roman; Joachim, Anja; Cray, Carolyn","application of mass spectrometry to elucidate the pathophysiology of encephalitozoon cuniculi infection in rabbits",2017,"PLOS ONE","A_An_primary"
"60592","Ogunji, J. O.; Kloas, W.; Wirth, M.; Neumann, N.; Pietsch, C.","effect of housefly maggot meal (magmeal) diets on the performance, concentration of plasma glucose, cortisol and blood characteristics of oreochromis niloticus fingerlings",2008,"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION","A_An_primary"
"60602","Bianco, Isaac H.; Ma, Leung-Hang; Schoppik, David; Robson, Drew N.; Orger, Michael B.; Beck, James C.; Li, Jennifer M.; Schier, Alexander F.; Engert, Florian; Baker, Robert","the tangential nucleus controls a gravito-inertial vestibulo-ocular reflex",2012,"CURRENT BIOLOGY","A_An_primary"
"60604","Caldarola, Sara; De Stefano, Maria Chiara; Amaldi, Francesco; Loreni, Fabrizio","synthesis and function of ribosomal proteins - fading models and new perspectives",2009,"FEBS JOURNAL","A_An_primary"
"60608","Castellani, V; Falk, J; Rougon, G","semaphorin3a-induced receptor endocytosis during axon guidance responses is mediated by l1 cam",2004,"MOLECULAR AND CELLULAR NEUROSCIENCE","A_An_primary"
"60613","TUFTS, BL","acid-base regulation and blood-gas transport following exhaustive exercise in an agnathan, the sea lamprey petromyzon-marinus",1991,"JOURNAL OF EXPERIMENTAL BIOLOGY","A_An_primary"
"60615","Okpeku, Moses; Esmailizadeh, Ali; Adeola, Adeniyi C.; Shu, Liping; Zhang, Yesheng; Wang, Yangzi; Sanni, Timothy M.; Imumorin, Ikhide G.; Peters, Sunday O.; Zhang, Jiajin; Dong, Yang; Wang, Wen","genetic variation of goat interferon regulatory factor 3 gene and its implication in goat evolution",2016,"PLOS ONE","A_An_primary"
"60624","Rema, V; Ebner, FF","effect of enriched environment rearing on impairments in cortical excitability and plasticity after prenatal alcohol exposure",1999,"JOURNAL OF NEUROSCIENCE","A_An_primary"
"60629","Lin, Tingting; Li, Qiang; Shu, Hu; Yue, Lei; Lin, Jianfeng; Hou, Liping","the complete mitochondrial genome of acrossocheilus beijiangensis (cyprinidae, barbinae)",2016,"MITOCHONDRIAL DNA PART A","A_An_primary"
"60630","Heredia, Jose E.; Mukundan, Lata; Chen, Francis M.; Mueller, Alisa A.; Deo, Rahul C.; Locksley, Richard M.; Rando, Thomas A.; Chawla, Ajay","type 2 innate signals stimulate fibro/adipogenic progenitors to facilitate muscle regeneration",2013,"CELL","A_An_primary"
"60633","Mizutani, Rena; Wakamatsu, Ai; Tanaka, Noriyuki; Yoshida, Hiroshi; Tochigi, Naobumi; Suzuki, Yoshio; Oonishi, Tadahiro; Tani, Hidenori; Tano, Keiko; Ijiri, Kenichi; Isogai, Takao; Akimitsu, Nobuyoshi","identification and characterization of novel genotoxic stress-inducible nuclear long noncoding rnas in mammalian cells",2012,"PLOS ONE","A_An_primary"
"60636","Stevenson, Abigail L.; Norbury, Chris J.","the cid1 family of non-canonical poly(a) polymerases",2006,"YEAST","A_An_primary"
"60637","Ren, JQ; Li, L","rod and cone signaling transmission in the retina of zebrafish: an erg study",2004,"INTERNATIONAL JOURNAL OF NEUROSCIENCE","A_An_primary"
"60648","Chaudhuri, BN; Lange, SC; Myers, RS; Chittur, SV; Davisson, VJ; Smith, JL","crystal structure of imidazole glycerol phosphate synthase: a tunnel through a (beta/alpha)(8) barrel joins two active sites",2001,"STRUCTURE","A_An_primary"
"60651","Riemer, Stefanie; Ellis, Sarah L. H.; Ryan, Sian; Thompson, Hannah; Burman, Oliver H. P.","a reappraisal of successive negative contrast in two populations of domestic dogs",2016,"ANIMAL COGNITION","A_An_primary"
"60653","Loibl, Martin; Strahl, Sabine","protein o-mannosylation: what we have learned from baker's yeast",2013,"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH","A_An_primary"
"60656","Schulz, Steffen; Reulecke, Sina; Eiselt, Michael; Schwab, Karin; Witte, Herbert; Walter, Bernd; Bauer, Reinhard; Voss, Andreas","quantification of compensatory processes of postnatal hypoxia in newborn piglets applying short-term nonlinear dynamics analysis",2011,"BIOMEDICAL ENGINEERING ONLINE","A_An_primary"
"60662","Arends, RJ; Rotllant, J; Metz, JR; Mancera, JM; Bonga, SEW; Flik, G","alpha-msh acetylation in the pituitary gland of the sea bream (sparus aurata l.) in response to different backgrounds, confinement and air exposure",2000,"JOURNAL OF ENDOCRINOLOGY","A_An_primary"
"60677","DiAngelo, Justin R.; Birnbaum, Morris J.","regulation of fat cell mass by insulin in drosophila melanogaster",2009,"MOLECULAR AND CELLULAR BIOLOGY","A_An_primary"
"60681","O'Boyle, Shaun; Bree, Ronan T.; McLoughlin, Sarah; Grealy, Maura; Byrnes, Lucy","identification of zygotic genes expressed at the midblastula transition in zebrafish",2007,"BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","A_An_primary"
"60682","Calle-Mustienes, ED; Glavic, A; Modolell, J; Gomez-Skarmeta, JL","xiro homeoproteins coordinate cell cycle exit and primary neuron formation by upregulating neuronal-fate repressors and downregulating the cell-cycle inhibitor xgadd45-gamma",2002,"MECHANISMS OF DEVELOPMENT","A_An_primary"
"60699","Li, Deming; Fan, Longqing; Zeng, Bo; Yin, Hailin; Zou, Fangdong; Wang, Hongxing; Meng, Yang; King, Emily; Yue, Bisong","the complete mitochondrial genome of macaca thibetana and a novel nuclear mitochondrial pseudogene",2009,"GENE","A_An_primary"
"60711","Goncalves, Paulo Bayard; Ferreira, Rogerio; Gasperin, Bernardo; Oliveira, Joao Francisco","role of angiotensin in ovarian follicular development and ovulation in mammals: a review of recent advances",2012,"REPRODUCTION","A_An_primary"
"60722","Bozzini, CE; Barcelo, AC; Conti, MI; Martinez, MP; Alippi, RM","enhanced erythropoietin production during hypobaric hypoxia in mice under treatments to keep the erythrocyte mass from rising: implications for the adaptive role of polycythemia",2005,"HIGH ALTITUDE MEDICINE & BIOLOGY","A_An_primary"
"60723","Ricoux, R; Boucher, JL; Mandon, D; Frapart, YM; Henry, Y; Mansuy, D; Mahy, JP","microperoxidase 8 catalysed nitrogen oxides formation from oxidation of n-hydroxyguanidines by hydrogen peroxide",2003,"EUROPEAN JOURNAL OF BIOCHEMISTRY","A_An_primary"
"60726","Lechner, O; Hu, Y; JafarianTehrani, M; Dietrich, H; Schwarz, S; Herold, M; Haour, F; Wick, G","disturbed immunoendocrine communication via the hypothalamo-pituitary-adrenal axis in murine lupus",1996,"BRAIN BEHAVIOR AND IMMUNITY","A_An_primary"
"60728","VANDERGRINTEN, CPM; DEVRIES, WR; LUIJENDIJK, SCM","vagally mediated modification of inspiratory activity by changes in airway pressure",1992,"RESPIRATION PHYSIOLOGY","A_An_primary"
"60743","Gonzalez-Tokman, Daniel M.; Gonzalez-Santoyo, Isaac; Lanz-Mendoza, Humberto; Cordoba Aguilar, Alex","territorial damselflies do not show immunological priming in the wild",2010,"PHYSIOLOGICAL ENTOMOLOGY","A_An_primary"
"60748","Mendoza-Angeles, K; Hernandez-Falcon, J; Cabrera, A; Ramon, F","crayfish brain states characterization with wavelet transform",2005,"2005 2ND INTERNATIONAL CONFERENCE ON ELECTRICAL & ELECTRONICS ENGINEERING (ICEEE)","A_An_primary"
"60752","Lewis, MA; Simo, LS","elegant stepping: a model of visually triggered gait adaptation",1999,"CONNECTION SCIENCE","A_An_primary"
"60756","Merrifield, Claire Alexandra; Lewis, Marie Claire; Claus, Sandrine Paule; Pearce, Jake Thomas Midwinter; Cloarec, Olivier; Duncker, Swantje; Heinzmann, Silke Sophie; Dumas, Marc-Emmanuel; Kochhar, Sunil; Rezzi, Serge; Mercenier, Annick; Nicholson, Jeremy Kirk; Bailey, Mick; Holmes, Elaine","weaning diet induces sustained metabolic phenotype shift in the pig and influences host response to bifidobacterium lactis ncc2818",2013,"GUT","A_An_primary"
"60766","Doi, Takashi; Lukosiute, Ausra; Ruttenstock, Elke; Dingemann, Jens; Puri, Prem","expression of iroquois genes is up-regulated during early lung development in the nitrofen-induced pulmonary hypoplasia",2011,"JOURNAL OF PEDIATRIC SURGERY","A_An_primary"
"60768","Yoshimoto, Shin; Okada, Ema; Oishi, Takafumi; Numagami, Ruriko; Umemoto, Hirohito; Tamura, Kei; Kanda, Hiromi; Shiba, Tadayoshi; Takamatsu, Nobuhiko; Ito, Michihiko","expression and promoter analysis of xenopus dmrt1 and functional characterization of the transactivation property of its protein",2006,"DEVELOPMENT GROWTH & DIFFERENTIATION","A_An_primary"
"60775","Tran, Steven; Facciol, Amanda; Gerlai, Robert","home tank water versus novel water differentially affect alcohol-induced locomotor activity and anxiety related behaviours in zebrafish",2016,"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","A_An_primary"
"60783","GORDON, CJ","24-hour control of body-temperature in rats .i. integration of behavioral and autonomic effectors",1994,"AMERICAN JOURNAL OF PHYSIOLOGY","A_An_primary"
"60789","Rennekamp, Andrew J.; Huang, Xi-Ping; Wang, You; Patel, Samir; Lorello, Paul J.; Cade, Lindsay; Gonzales, Andrew P. W.; Yeh, Jing-Ruey Joanna; Caldarone, Barbara J.; Roth, Bryan L.; Kokel, David; Peterson, Randall T.","sigma(1) receptor ligands control a switch between passive and active threat responses",2016,"NATURE CHEMICAL BIOLOGY","A_An_primary"
"60792","Vance, J. T.; Faruque, I.; Humbert, J. S.","kinematic strategies for mitigating gust perturbations in insects",2013,"BIOINSPIRATION & BIOMIMETICS","A_An_primary"
"60810","Dabruzzi, Theresa; Sutton, Melanie A.; Fangue, Nann A.; Bennett, Wayne A.","evidence for control of cutaneous oxygen uptake in the yellow-lipped sea krait laticauda colubrina (schneider, 1799)",2016,"JOURNAL OF HERPETOLOGY","A_An_primary"
"60827","Everett, L; Galli, A; Crabb, D","the role of hepatic peroxisome proliferator-activated receptors (ppars) in health and disease",2000,"LIVER","A_An_primary"
"60828","Monsees, TK; Winterstein, U; Hayatpour, J; Schill, WB; Miska, W","effect of heavy metals on the secretory function of testicular cells in culture",1998,"JOURNAL OF TRACE AND MICROPROBE TECHNIQUES","A_An_primary"
"60836","Behn, Carsten","modeling, analysis and control of mechanoreceptors with adaptive features",2015,"Lecture Notes in Electrical Engineering","A_An_primary"
"60837","Ogryzko, Nikolay V.; Hoggett, Emily E.; Solaymani-Kohal, Sara; Tazzyman, Simon; Chico, Timothy J. A.; Renshaw, Stephen A.; Wilson, Heather L.","zebrafish tissue injury causes upregulation of interleukin-1 and caspase-dependent amplification of the inflammatory response",2014,"DISEASE MODELS & MECHANISMS","A_An_primary"
"60844","Gardiner, DM","ontogenetic decline of regenerative ability and the stimulation of human regeneration",2005,"REJUVENATION RESEARCH","A_An_primary"
"60856","Sourisseau, T; Desbois, C; Debure, L; Bowtell, DDL; Cato, ACB; Schneikert, J; Moyse, E; Michel, D","alteration of the stability of bag-1 protein in the control of olfactory neuronal apoptosis",2001,"JOURNAL OF CELL SCIENCE","A_An_primary"
"60885","Grans, Albin; Sandblom, Erik; Kiessling, Anders; Axelsson, Michael","post-surgical analgesia in rainbow trout: is reduced cardioventilatory activity a sign of improved animal welfare or the adverse effects of an opioid drug?",2014,"PLOS ONE","A_An_primary"
"60887","Cato, Douglas H.; Noad, Michael J.; Dunlop, Rebecca A.; McCauley, Robert D.; Gales, Nicholas J.; Kent, Chandra P. Salgado; Kniest, Hendrik; Paton, David; Jenner, K. Curt S.; Noad, John; Maggi, Amos L.; Parnum, Iain M.; Duncan, Alec J.","a study of the behavioural response of whales to the noise of seismic air guns: design, methods and progress",2013,"ACOUSTICS AUSTRALIA","A_An_primary"
"60893","Cullinane, DM; Salisbury, KT; Alkhiary, Y; Eisenberg, S; Gerstenfeld, L; Einhorn, TA","effects of the local mechanical environment on vertebrate tissue differentiation during repair: does repair recapitulate development?",2003,"JOURNAL OF EXPERIMENTAL BIOLOGY","A_An_primary"
"60896","Olt, J.; Ordoobadi, A. J.; Marcotti, W.; Trapani, J. G.","physiological recordings from the zebrafish lateral line",2016,"Methods in Cell Biology","A_An_primary"
"60899","Dijkstra, Peter D.; Schaafsma, Sara M.; Hofmann, Hans A.; Groothuis, Ton G. G.","'winner effect' without winning: unresolved social conflicts increase the probability of winning a subsequent contest in a cichlid fish",2012,"PHYSIOLOGY & BEHAVIOR","A_An_primary"
"60926","Hirosawa-Takamori, M; Chung, HR; Jackle, H","conserved selenoprotein synthesis is not critical for oxidative stress defence and the lifespan of drosophila",2004,"EMBO REPORTS","A_An_primary"
"60939","Xiao, Xiaoping; Liu, Yang; Zhang, Xiaoyan; Wang, Jing; Li, Zuofeng; Pang, Xiaojing; Wang, Penghua; Cheng, Gong","complement-related proteins control the flavivirus infection of aedes aegypti by inducing antimicrobial peptides",2014,"PLOS PATHOGENS","A_An_primary"
"60942","Burgess, Harold A.; Schoch, Hannah; Granato, Michael","distinct retinal pathways drive spatial orientation behaviors in zebrafish navigation",2010,"CURRENT BIOLOGY","A_An_primary"
"60955","Tziridis, Konstantin; Buerbank, Stefanie; Eulenburg, Volker; Dlugaiczyk, Julia; Schulze, Holger","deficit in acoustic signal-in-noise detection in glycine receptor alpha 3 subunit knockout mice",2017,"EUROPEAN JOURNAL OF NEUROSCIENCE","A_An_primary"
"60959","Amiard, Simon; White, Charles; Gallego, Maria Eugenia","recombination proteins and telomere stability in plants",2011,"CURRENT PROTEIN & PEPTIDE SCIENCE","A_An_primary"
"60960","Makareeva, Elena; Aviles, Nydea A.; Leikin, Sergey","chaperoning osteogenesis: new protein-folding disease paradigms",2011,"TRENDS IN CELL BIOLOGY","A_An_primary"
"60969","GWARTNEY, BL; JONES, SJ; CALKINS, CR","response-time of broiler-chickens to cimaterol - meat tenderness, muscle composition, fiber size, and carcass characteristics",1992,"JOURNAL OF ANIMAL SCIENCE","A_An_primary"
"60979","Venn-Watson, Stephanie; Benham, Celeste; Carlin, Kevin; DeRienzo, Damian; St Leger, Judy","hemochromatosis and fatty liver disease: building evidence for insulin resistance in bottlenose dolphins (tursiops truncatus)",2012,"JOURNAL OF ZOO AND WILDLIFE MEDICINE","A_An_primary"
"60989","Griffin, AS; Evans, CS","social learning of antipredator behaviour in a marsupial",2003,"ANIMAL BEHAVIOUR","A_An_primary"
"60993","Hwang, Jaewon; Kim, Soyoun; Lee, Daeyeol","temporal discounting and inter-temporal choice in rhesus monkeys",2009,"FRONTIERS IN BEHAVIORAL NEUROSCIENCE","A_An_primary"
"60997","Sternberg, H; Moav, B","regulation of the growth hormone gene by fish thyroid retinoid receptors",1999,"FISH PHYSIOLOGY AND BIOCHEMISTRY","A_An_primary"
"61011","Campo, JL; Gil, MG","internal inclusions in brown eggs: relationships with fearfulness and stress",1998,"POULTRY SCIENCE","A_An_primary"
"61027","Wambugu, S. N.; Towett, P. K.; Kiama, S. G.; Abelson, K. S. P.; Kanui, T. I.","effects of opioids in the formalin test in the speke's hinged tortoise (kinixy's spekii)",2010,"JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS","A_An_primary"
"61028","Tremere, Liisa A.; Terleph, Thomas A.; Jeong, Jin Kwon; Pinaud, Raphael","bilateral multielectrode neurophysiological recordings coupled to local pharmacology in awake songbirds",2010,"NATURE PROTOCOLS","A_An_primary"
"61040","El-Deek, A. A.; Al-Harthi, M. A.; Osman, Mona; Al-Jassas, Fahd; Nassar, Rehab","hot pepper (capsicum annum) as an alternative to oxytetracycline in broiler diets and effects on productive traits, meat quality, immunological responses and plasma lipids",2012,"ARCHIV FUR GEFLUGELKUNDE","A_An_primary"
"61042","Jensen, CS; Garsdal, L; Baatrup, E","acetylcholinesterase inhibition and altered locomotor behavior in the carabid beetle pterostichus cupreus. a linkage between biomarkers at two levels of biological complexity",1997,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","A_An_primary"
"61044","Bao, Chenchang; Yang, Yanan; Huang, Huiyang; Ye, Haihui","neuropeptides in the cerebral ganglia of the mud crab, scylla paramamosain: transcriptomic analysis and expression profiles during vitellogenesis",2015,"SCIENTIFIC REPORTS","A_An_primary"
"61046","Mischiati, Matteo; Lin, Huai-Ti; Herold, Paul; Imler, Elliot; Olberg, Robert; Leonardo, Anthony","internal models direct dragonfly interception steering",2015,"NATURE","A_An_primary"
"61050","Mazumder, Barsanjit; Li, Xiaoxia; Barik, Sailen","translation control: a multifaceted regulator of inflammatory response",2010,"JOURNAL OF IMMUNOLOGY","A_An_primary"
"61054","WINGFIELD, JC; MONK, D","behavioral and hormonal responses of male song sparrows to estradiol-treated females during the non-breeding season",1994,"HORMONES AND BEHAVIOR","A_An_primary"
"61058","Wayland, M; Smits, JEG; Gilchrist, HG; Marchant, T; Keating, J","biomarker responses in nesting, common eiders in the canadian arctic in relation to tissue cadmium, mercury and selenium concentrations",2003,"ECOTOXICOLOGY","A_An_primary"
"61059","Grieco, F","time constraint on food choice in provisioning blue tits, parus caeruleus: the relationship between feeding rate and prey size",2002,"ANIMAL BEHAVIOUR","A_An_primary"
"61068","Noda, Masaharu; Hiyama, Takeshi Y.","the na-x channel: what it is and what it does",2015,"NEUROSCIENTIST","A_An_primary"
"61072","Griff, ER; Greer, CA; Margolis, F; Ennis, M; Shipley, MT","ultrastructural characteristics and conduction velocity of olfactory receptor neuron axons in the olfactory marker protein-null mouse",2000,"BRAIN RESEARCH","A_An_primary"
"61075","Alminana, Carmen; Caballero, Ignacio; Heath, Paul Roy; Maleki-Dizaji, Saeedeh; Parrilla, Inmaculada; Cuello, Cristina; Antonia Gil, Maria; Luis Vazquez, Jose; Maria Vazquez, Juan; Roca, Jordi; Arsenio Martinez, Emilio; Holt, William Vincent; Fazeli, Alireza","the battle of the sexes starts in the oviduct: modulation of oviductal transcriptome by x and y-bearing spermatozoa",2014,"BMC GENOMICS","A_An_primary"
"61078","Adeoya-Osiguwa, SA; Markoulaki, S; Pocock, V; Milligan, SR; Fraser, LR","17 beta-estradiol and environmental estrogens significantly affect mammalian sperm function",2003,"HUMAN REPRODUCTION","A_An_primary"
"61079","Stunden, CE; Filosa, JA; Garcia, AJ; Dean, JB; Putnam, RW","development of in vivo ventilatory and single chemosensitive neuron responses to hypercapnia in rats",2001,"RESPIRATION PHYSIOLOGY","A_An_primary"
"61086","Cheng, Han-Liang; Meng, Xue-Ping; Sun, Si-Ping; Shi, Xiao-Yun; Peng, Yong-Xing; Dong, Zhi-Guo; Shen, Xin","cloning and expression analysis of a cdna encoding lipoprotein lipase from the liver of adult grass carp (ctenopharyngodon idella)",2009,"AQUACULTURE RESEARCH","A_An_primary"
"61087","Cong, Ming; Song, Linsheng; Qiu, Limei; Li, Chenghua; Wang, Bo; Zhang, Huan; Zhang, Lei","the expression of peptidoglycan recognition protein-s1 gene in the scallop chlamys farreri was enhanced after a second challenge by listonella anguillarum",2009,"JOURNAL OF INVERTEBRATE PATHOLOGY","A_An_primary"
"61112","Kobayashi, M; Hirano, A; Kumano, T; Xiang, SL; Mihara, K; Haseda, Y; Matsui, O; Shimizu, H; Yamamoto, K","critical role for chicken rad17 and rad9 in the cellular response to dna damage and stalled dna replication",2004,"GENES TO CELLS","A_An_primary"
"61118","Wu, Q. J.; Wang, L. C.; Zhou, Y. M.; Zhang, J. F.; Wang, T.","effects of clinoptilolite and modified clinoptilolite on the growth performance, intestinal microflora, and gut parameters of broilers",2013,"POULTRY SCIENCE","A_An_primary"
"61123","Brooks, M. A.; Grimes, J. L.; Lloyd, K. E.; Verissimo, S.; Spears, J. W.","bioavailability in chicks of zinc from zinc propionate",2013,"JOURNAL OF APPLIED POULTRY RESEARCH","A_An_primary"
"61127","Guzman, David Sanchez-Migallon; Drazenovich, Tracy L.; Olsen, Glenn H.; Willits, Neil H.; Paul-Murphy, Joanne R.","evaluation of thermal antinociceptive effects after intramuscular administration of hydromorphone hydrochloride to american kestrels (falco sparverius)",2013,"AMERICAN JOURNAL OF VETERINARY RESEARCH","A_An_primary"
"61136","Bjork, Sven","treatment of overgrown shallow lakes through macrophyte control: the case study of lake hornborga, sweden",2010,"Wetlands Ecology Conservation and Management","A_An_primary"
"61149","Clubb, R; Mason, G","pacing polar bears and stoical sheep: testing ecological and evolutionary hypotheses about animal welfare",2004,"ANIMAL WELFARE","A_An_primary"
"61161","Halfwerk, Wouter; Bot, Sander; Slabbekoorn, Hans","male great tit song perch selection in response to noise-dependent female feedback",2012,"FUNCTIONAL ECOLOGY","A_An_primary"
"61167","Farhat, A; Normand, L; Chavez, ER; Touchburn, SP","comparison of growth performance, carcass yield and composition, and fatty acid profiles of pekin and muscovy ducklings fed diets based on food wastes",2001,"CANADIAN JOURNAL OF ANIMAL SCIENCE","A_An_primary"
"61173","Hauber, Mark E.; Woolley, Sarah M. N.; Theunissen, Frederic E.","experience-dependence of neural responses to social versus isolate conspecific songs in the forebrain of female zebra finches",2007,"JOURNAL OF ORNITHOLOGY","A_An_primary"
"61179","KIISKINEN, T; PIIRONEN, J; HAKONEN, T","effects of supplemental microbial phytase on performance of broiler-chickens",1994,"AGRICULTURAL SCIENCE IN FINLAND","A_An_primary"
"61182","Nanekarani, Shahram; Goodarzi, Majid; Heidari, Mohammad","the effect of different levels of spearmint (mentha spicata) extract on immune system and blood parameters of broiler chickens",2012,"APCBEE Procedia","A_An_primary"
"61184","Ravindran, V; Hood, RL; Gill, RJ; Kneale, CR; Bryden, WL","nutritional evaluation of grain amaranth (amaranthus hypochondriacus) in broiler diets",1996,"ANIMAL FEED SCIENCE AND TECHNOLOGY","A_An_primary"
"61187","Piorecky, MD; Prescott, DRC","multiple spatial scale logistic and autologistic habitat selection models for northern pygmy owls, along the eastern slopes of alberta's rocky mountains",2006,"BIOLOGICAL CONSERVATION","A_An_primary"
"61190","Hemmatzadeh, Farhid; Sumarningsih, Sumarningsih; Tarigan, Simson; Indriani, Risa; Dharmayanti, N. L. P. Indi; Ebrahimie, Esmaeil; Igniatovic, Jagoda","recombinant m2e protein-based elisa: a novel and inexpensive approach for differentiating avian influenza infected chickens from vaccinated ones",2013,"PLOS ONE","A_An_primary"
"61192","Dudek, K.; Bednarek, D.","cellular immune response of pigeons in the conditions of endotoxin fever and pyrogenic tolerance",2011,"POLISH JOURNAL OF VETERINARY SCIENCES","A_An_primary"
"61195","Dinets, Vladimir; Samas, Peter; Croston, Rebecca; Grim, Tomas; Hauber, Mark E.","predicting the responses of native birds to transoceanic invasions by avian brood parasites",2015,"JOURNAL OF FIELD ORNITHOLOGY","A_An_primary"
"61196","Ipek, A.; Canbolat, O.; Karabulut, A.","the effect of vitamin e and vitamin c on the performance of japanese quails (coturnix coturnix japonica) reared under heat stress during growth and egg production period",2007,"ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES","A_An_primary"
"61199","Beverly, Steve; Curran, Daniel; Musyl, Michael; Molony, Brett","effects of eliminating shallow hooks from tuna longline sets on target and non-target species in the hawaii-based pelagic tuna fishery",2009,"FISHERIES RESEARCH","A_An_primary"
"61208","Walton, Clare; Pariser, Eben; Nottebohm, Fernando","the zebra finch paradox: song is little changed, but number of neurons doubles",2012,"JOURNAL OF NEUROSCIENCE","A_An_primary"
"61214","Lingle, S; Wilson, WF","detection and avoidance of predators in white-tailed deer (odocoileus virginianus) and mule deer (o-hemionus)",2001,"ETHOLOGY","A_An_primary"
"61216","Zulkifli, I.; Najafi, P.; Nurfarahin, A. J.; Soleimani, A. F.; Kumari, S.; Aryani, A. Anna; O'Reilly, E. L.; Eckersall, P. D.","acute phase proteins, interleukin 6, and heat shock protein 70 in broiler chickens administered with corticosterone",2014,"POULTRY SCIENCE","A_An_primary"
"61220","Christopher, MM; Shooshtari, MP; Levengood, JM","assessment of erythrocyte morphologic abnormalities in mallards with experimentally induced zinc toxicosis",2004,"AMERICAN JOURNAL OF VETERINARY RESEARCH","A_An_primary"
"61227","Griffin, Andrea S.","socially acquired predator avoidance: is it just classical conditioning?",2008,"BRAIN RESEARCH BULLETIN","A_An_primary"
"61233","Jarvisto, P. E.; Calhim, S.; Schuett, W.; Velmala, W.; Laaksonen, T.","sex-dependent responses to increased parental effort in the pied flycatcher",2016,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","A_An_primary"
"61239","Juskiewicz, Jerzy; Zdunczyk, Zenon; Jankowski, Jan; Krol, Boguslaw; Milala, Joanna","gastrointestinal tract metabolism of young turkeys fed diets supplemented with pure nystose or a fructooligosaccharide mixture",2008,"ARCHIVES OF ANIMAL NUTRITION","A_An_primary"
"61247","Furukawa, Kyohei; Kikusato, Motoi; Kamizono, Tomomi; Toyomizu, Masaaki","time-course changes in muscle protein degradation in heat-stressed chickens: possible involvement of corticosterone and mitochondrial reactive oxygen species generation in induction of the ubiquitin-proteasome system",2016,"GENERAL AND COMPARATIVE ENDOCRINOLOGY","A_An_primary"
"61256","Fried, Guillaume; Cano, Lidia; Brunel, Sarah; Beteta, Estela; Charpentier, Anne; Herrera, Mercedes; Starfinger, Uwe; Panetta, F. Dane","monographs on invasive plants in europe: baccharis halimifolia l.",2016,"BOTANY LETTERS","A_An_primary"
"61276","Hartmann, Henrik; Daoust, Gaetan; Bigue, Brigitte; Messier, Christian","negative or positive effects of plantation and intensive forestry on biodiversity: a matter of scale and perspective",2010,"FORESTRY CHRONICLE","A_An_primary"
"61278","Scales, Kylie L.; Miller, Peter I.; Ingram, Simon N.; Hazen, Elliott L.; Bograd, Steven J.; Phillips, Richard A.","identifying predictable foraging habitats for a wide-ranging marine predator using ensemble ecological niche models",2016,"DIVERSITY AND DISTRIBUTIONS","A_An_primary"
"61307","McDermott, Jason E.; Yoon, Hyunjin; Nakayasu, Ernesto S.; Metz, Thomas O.; Hyduke, Daniel R.; Kidwai, Afshan S.; Palsson, Bernhard O.; Adkins, Joshua N.; Heffron, Fred","technologies and approaches to elucidate and model the virulence program of salmonella",2011,"FRONTIERS IN MICROBIOLOGY","A_An_primary"
"61328","Kumar, R; Shahabuddin, G","effects of biomass extraction on vegetation structure, diversity and composition of forests in sariska tiger reserve, india",2005,"ENVIRONMENTAL CONSERVATION","A_An_primary"
"61332","Jenni-Eiermann, Susanne; Heynen, Daniela; Schaub, Michael","effect of an ultrasonic device on the behaviour and the stress hormone corticosterone in feral pigeons",2014,"JOURNAL OF PEST SCIENCE","A_An_primary"
"61336","Dornak, L. Lynnette; Barve, Narayani; Peterson, A. Townsend","spatial scaling of prevalence and population variation in three grassland sparrows",2013,"CONDOR","A_An_primary"
