"","Authors","Title","Year","Source","grp"
"68088","Wei, Yanhong; Chan, Leo. L.; Wang, Dazhi; Zhang, Hongxia; Wang, Jianshe; Dai, Jiayin","proteomic analysis of lepatic protein profiles in rare minnow (gobiocypris rarus) exposed to perfluorooctanoic acid",2008,"JOURNAL OF PROTEOME RESEARCH","A_T_primary"
"68094","Decherchi, P; Dousset, E; Grelot, L","metabolic stability and physiological adaptation of muscle under conditions of exercise.",2004,"REVUE NEUROLOGIQUE","A_T_primary"
"68098","Davey, ME; de Bruijn, FJ","a homologue of the tryptophan-rich sensory protein tspo and fixl regulate a novel nutrient deprivation-induced sinorhizobium meliloti locus",2000,"APPLIED AND ENVIRONMENTAL MICROBIOLOGY","A_T_primary"
"68101","Dooley, JL; Bowers, MA","demographic responses to habitat fragmentation: experimental tests at the landscape and patch scale",1998,"ECOLOGY","A_T_primary"
"68105","BARTLETT, D; KNUTH, SL","influence of hypoxia on ventilatory responses to intralaryngeal co2 in cats",1994,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68106","FULKA, J; LEIBFRIEDRUTLEDGE, ML; FIRST, NL","control of germinal vesicle breakdown in bovine x murine hybrid oocytes",1993,"REPRODUCTION NUTRITION DEVELOPMENT","A_T_primary"
"68111","Bessei, W.","on the influence of rationed feeding on the welfare of broiler breeders - a literature review",2014,"EUROPEAN POULTRY SCIENCE","A_T_primary"
"68113","Trailovic, Sasa M.; Marjanovic, Djordje S.; Uzelac, Teodora Vidonja; Milovanovic, Mirjana; Trailovic, Jelena Nedeljkovic","two opposite dose-dependent effects of diazinon on the motor activity of the rat ileum",2017,"RESEARCH IN VETERINARY SCIENCE","A_T_primary"
"68118","Aryal, Sitaram; Matsunaga, Katsuyuki; Ching, Wai-Yim","ab initio simulation of elastic and mechanical properties of zn- and mg-doped hydroxyapatite (hap)",2015,"JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS","A_T_primary"
"68120","Olsvik, Pal A.; Amlund, Heidi; Saele, Oystein; Ellingsen, Stale; Skjaerven, Kaja H.","impact of dietary selenium on methylmercury toxicity in juvenile atlantic cod: a transcriptional survey",2015,"CHEMOSPHERE","A_T_primary"
"68129","Aboussahoud, Wedad; Aflatoonian, Reza; Bruce, Chris; Elliott, Sarah; Ward, Jon; Newton, Sue; Hombach-Klonisch, Sabine; Klonisch, Thomas; Fazeli, Alireza","expression and function of toll-like receptors in human endometrial epithelial cell lines",2010,"JOURNAL OF REPRODUCTIVE IMMUNOLOGY","A_T_primary"
"68132","Baker, Sue; Barmuta, Leon; Grove, Simon; Richardson, Alastair","are streamside buffers edge-affected habitat for ground-dwelling forest beetle assemblages?",2009,"BIODIVERSITY AND CONSERVATION","A_T_primary"
"68136","Miller, D. M.; Cotter, L. A.; Gandhi, N. J.; Schor, R. H.; Huff, N. O.; Raj, S. G.; Shulman, J. A.; Yates, B. J.","responses of rostral fastigial nucleus neurons of conscious cats to rotations in vertical planes",2008,"NEUROSCIENCE","A_T_primary"
"68138","Jiang, Le; Lai, Liangxue; Samuel, Melissa; Prather, Randall S.; Yang, Xiangzhong; Tian, X. Cindy","expression of x-linked genes in deceased neonates and surviving cloned female piglets",2008,"MOLECULAR REPRODUCTION AND DEVELOPMENT","A_T_primary"
"68153","Engel, D; Palmer, I; Schulze, K; Frahm, C; Jarry, H; Ahnert-Hilger, G; Draguhn, A","plasticity of rat central inhibitory synapses through gaba metabolism",2001,"JOURNAL OF PHYSIOLOGY-LONDON","A_T_primary"
"68166","Madubunyi, LC; Hassanali, A; Ouma, W; Nyarango, D; Kabii, J","chemoecological role of mammalian urine in host location by tsetse, glossina spp (diptera: glossinidae)",1996,"JOURNAL OF CHEMICAL ECOLOGY","A_T_primary"
"68172","Pahuja, Kanika Bajaj; Wang, Jinzhi; Blagoveshchenskaya, Anastasia; Lim, Lillian; Madhusudhan, M. S.; Mayinger, Peter; Schekman, Randy","phosphoregulatory protein 14-3-3 facilitates sac1 transport from the endoplasmic reticulum",2015,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","A_T_primary"
"68178","Olsen, Christel M.; Pemula, Anand Kumar; Braaen, Stine; Sankaran, Krishnan; Rimstad, Espen","salmonid alphavirus replicon is functional in fish, mammalian and insect cells and in vivo in shrimps (litopenaeus vannamei)",2013,"VACCINE","A_T_primary"
"68181","Arora, Pooja; Foster, Erin L.; Porcelli, Steven A.","cd1d and natural killer t cells in immunity to mycobacterium tuberculosis",2013,"Advances in Experimental Medicine and Biology","A_T_primary"
"68185","Cantone, Carmela; Gaudio, Luciano; Aceto, Serena","the pi/glo-like locus in orchids: duplication and purifying selection at synonymous sites within orchidinae (orchidaceae)",2011,"GENE","A_T_primary"
"68187","Fuller, Andrea; Hetem, Robyn S.; Meyer, Leith C. R.; Maloney, Shane K.","angularis oculi vein blood flow modulates the magnitude but not the control of selective brain cooling in sheep",2011,"AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY","A_T_primary"
"68192","Martins, P. A. da Costa; Leptidis, S.; Salic, K.; De Windt, L. J.","microrna regulation in cardiovascular disease",2010,"CURRENT DRUG TARGETS","A_T_primary"
"68193","Ribelayga, Christophe; Mangel, Stuart C.","identification of a circadian clock-controlled neural pathway in the rabbit retina",2010,"PLOS ONE","A_T_primary"
"68197","Fan, Liu-Min; Zhang, Wei; Chen, Jin-Gui; Taylor, J. Philip; Jones, Alan M.; Assmann, Sarah M.","abscisic acid regulation of guard-cell k(+) and anion channels in g beta- and rgs-deficient arabidopsis lines",2008,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","A_T_primary"
"68208","Marcano, H; Novoa, E; Friedman, E; Crespo, A; Tortoledo, M; de Leon, RS","effect of dopamine on platelet activating factor induced-pulmonary edema in isolated and perfused rabbit lungs",2001,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68211","Finch, CE; Ruvkun, G","the genetics of aging",2001,"ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS","A_T_primary"
"68217","Leaver, MJ; George, SG","three repeated glutathione s-transferase genes from a marine fish, the plaice (pleuronectes platessa)",1996,"MARINE ENVIRONMENTAL RESEARCH","A_T_primary"
"68220","Aho, Vilma; Vainikka, Maija; Puttonen, Henri A. J.; Ikonen, Heidi M. K.; Salminen, Tiia; Panula, Pertti; Porkka-Heiskanen, Tarja; Wigren, Henna-Kaisa","homeostatic response to sleep/rest deprivation by constant water flow in larval zebrafish in both dark and light conditions",2017,"JOURNAL OF SLEEP RESEARCH","A_T_primary"
"68224","Bastos, Aline F.; Vieira, Andre S.; Oliveira, Jose M.; Oliveira, Leticia; Pereira, Mirtes G.; Figueira, Ivan; Erthal, Fatima S.; Volchan, Eliane","stop or move: defensive strategies in humans",2016,"BEHAVIOURAL BRAIN RESEARCH","A_T_primary"
"68234","Wu, C. -W.; Biggar, K. K.; Storey, K. B.","biochemical adaptations of mammalian hibernation: exploring squirrels as a perspective model for naturally induced reversible insulin resistance",2013,"BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","A_T_primary"
"68241","Li, Mei; Zhao, Chun-Jiang; Wu, Chang-Xin","differential embryo development among tibetan chicken, drw and shouguang chicken exposed to chronic hypoxia",2009,"ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES","A_T_primary"
"68255","Groninger, JW; Baer, SG; Babassana, DA; Allen, DH","planted green ash (fraxinus pennsylvanica marsh.) and herbaceous vegetation responses to initial competition control during the first 3 years of afforestation",2004,"FOREST ECOLOGY AND MANAGEMENT","A_T_primary"
"68256","Mateika, JH; Ellythy, M","chemoreflex control of ventilation is altered during wakefulness in humans with osa",2003,"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","A_T_primary"
"68258","Feist, G; Schreck, CB","ontogeny of the stress response in chinook salmon, oncorhynchus tshawytscha",2001,"FISH PHYSIOLOGY AND BIOCHEMISTRY","A_T_primary"
"68271","Steinberg, Christian E. W.; Meinelt, Thomas; Timofeyev, Maxim A.; Bittner, Michal; Menzel, Ralph","humic substances",2008,"ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","A_T_primary"
"68272","Caravaggi, Anthony; Banks, Peter B.; Burton, A. Cole; Finlay, Caroline M. V.; Haswell, Peter M.; Hayward, Matt W.; Rowcliffe, Marcus J.; Wood, Mike D.","a review of camera trapping for conservation behaviour research",2017,"REMOTE SENSING IN ECOLOGY AND CONSERVATION","A_T_primary"
"68284","Majmudar, K; Burleson, ML","an evaluation of cobalt chloride as an o-2-sensitive chemoreceptor stimulant in channel catfish",2006,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","A_T_primary"
"68289","Coates, EL; Silvis, ML","age-related changes in the ventilatory response to inspired co2 in neonatal rats",1999,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68297","Santos, R. A.; Caldas, S.; Primel, E. G.; Tesser, M. B.; Monserrat, J. M.","effects of lipoic acid on growth and biochemical responses of common carp fed with carbohydrate diets",2016,"FISH PHYSIOLOGY AND BIOCHEMISTRY","A_T_primary"
"68301","Li, Changwu; Guo, Shuangshuang; Gao, Jing; Guo, Yuming; Du, Encun; Lv, Zengpeng; Zhang, Beibei","maternal high-zinc diet attenuates intestinal inflammation by reducing dna methylation and elevating h3k9 acetylation in the a20 promoter of offspring chicks",2015,"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","A_T_primary"
"68305","Eitas, Timothy K.; Chou, Wei-Chun; Wen, Haitao; Gris, Denis; Robbins, Gregory R.; Brickey, June; Oyama, Yoshitaka; Ting, Jenny P. -Y.","the nucleotide-binding leucine-rich repeat (nlr) family member nlrx1 mediates protection against experimental autoimmune encephalomyelitis and represses macrophage/microglia-induced inflammation",2014,"JOURNAL OF BIOLOGICAL CHEMISTRY","A_T_primary"
"68306","Wallis, Lisa J.; Range, Friederike; Mueller, Corsin A.; Serisier, Samuel; Huber, Ludwig; Viranyi, Zsofia","lifespan development of attentiveness in domestic dogs: drawing parallels with humans",2014,"FRONTIERS IN PSYCHOLOGY","A_T_primary"
"68310","Liu, Yuanyuan; Yu, Hurong; Deaton, Sarah K.; Szaro, Ben G.","heterogeneous nuclear ribonucleoprotein k, an rna-binding protein, is required for optic axon regeneration in xenopus laevis",2012,"JOURNAL OF NEUROSCIENCE","A_T_primary"
"68321","Law, Peter R.; Linklater, Wayne L.","optimising the sex ratio of translocation for genetic rescue as a function of invested resources",2007,"ECOLOGICAL MODELLING","A_T_primary"
"68325","Sundell, J","population dynamics of microtine rodents: an experimental test of the predation hypothesis",2003,"OIKOS","A_T_primary"
"68328","Balsalobre, A","clock genes in mammalian peripheral tissues",2002,"CELL AND TISSUE RESEARCH","A_T_primary"
"68354","Niknazar, Somayeh; Nahavandi, Arezo; Najafi, Rezvan; Danialy, Samira; Mehrjerdi, Fatemeh Zare; Karimi, Mohsen","parents' adulthood stress induces behavioral and hormonal alterations in male rat offspring",2013,"BEHAVIOURAL BRAIN RESEARCH","A_T_primary"
"68363","Jullien, Pauline E.; Berger, Frederic","parental genome dosage imbalance deregulates imprinting in arabidopsis",2010,"PLOS GENETICS","A_T_primary"
"68365","Ortega-Perez, Inmaculada; Murray, Kerren; Lledo, Pierre-Marie","the how and why of adult neurogenesis",2007,"JOURNAL OF MOLECULAR HISTOLOGY","A_T_primary"
"68371","Mock, OB; Casteel, SW; Darmani, NA; Shaddy, JH; Besch-Williford, C; Towns, LC","1,3-dinitrobenzene toxicity in the least shrew, cryptotis parva",2005,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","A_T_primary"
"68379","Vibert, N; Serafin, M; Vidal, PP; Muhlethaler, M","effects of substance p on medial vestibular nucleus neurons in guinea-pig brainstem slices",1996,"EUROPEAN JOURNAL OF NEUROSCIENCE","A_T_primary"
"68382","CAO, KY; ZWILLICH, CW; BERTHONJONES, M; SULLIVAN, CE","ventilatory response to sustained eucapnic hypoxia in the adult conscious dog",1992,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68385","Lilienthal, Hellmuth; Heikkinen, Paivi; Andersson, Patrik L.; Viluksela, Matti","sexually dimorphic behavior after developmental exposure to characterize endocrine-mediated effects of different non-dioxin-like pcbs in rats",2013,"TOXICOLOGY","A_T_primary"
"68389","Chi, Heng; Zhang, Zuobing; Inami, Makoto; Bogwald, Jarl; Zhan, Wenbin; Dalmo, Roy A.","molecular characterizations and functional assessments of gata-3 and its splice variant in atlantic cod (gadus morhua l.)",2012,"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","A_T_primary"
"68393","VIDAL, S; GROS, P; SKAMENE, E","natural-resistance to infection with intracellular parasites - molecular-genetics identifies nramp1 as the bcg/ity/lsh locus",1995,"JOURNAL OF LEUKOCYTE BIOLOGY","A_T_primary"
"68399","Coscelli, German; Bermudez, Roberto; Ronza, Paolo; Paula Losada, Ana; Isabel Quiroga, Maria","immunohistochemical study of inducible nitric oxide synthase and tumour necrosis factor alpha response in turbot (scophthalmus maximus) experimentally infected with aeromonas salmonicida subsp salmonicida",2016,"FISH & SHELLFISH IMMUNOLOGY","A_T_primary"
"68401","Yang, Hui-Ting; Yang, Ming-Chong; Sun, Jie-Jie; Guo, Fang; Lan, Jiang-Feng; Wang, Xian-Wei; Zhao, Xiao-Fan; Wang, Jin-Xing","catalase eliminates reactive oxygen species and influences the intestinal microbiota of shrimp",2015,"FISH & SHELLFISH IMMUNOLOGY","A_T_primary"
"68404","Isomura, Midori; Kotake, Yaichiro; Masuda, Kyoichi; Miyara, Masatsugu; Okuda, Katsuhiro; Samizo, Shigeyoshi; Sanoh, Seigo; Hosoi, Toru; Ozawa, Koichiro; Ohta, Shigeru","tributyltin-induced endoplasmic reticulum stress and its ca2+-mediated mechanism",2013,"TOXICOLOGY AND APPLIED PHARMACOLOGY","A_T_primary"
"68405","Wickramaarachchi, W. D. Niroshana; De Zoysa, Mahanama; Whang, Ilson; Wan, Qiang; Lee, Jehee","kazal-type proteinase inhibitor from disk abalone (haliotis discus discus): molecular characterization and transcriptional response upon immune stimulation",2013,"FISH & SHELLFISH IMMUNOLOGY","A_T_primary"
"68438","Babb, TG","ventilation and respiratory mechanics during exercise in younger subjects breathing co2 or heo2",1997,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68442","Luebcker, Nico; Condit, Richard; Beltran, Roxanne S.; de Bruyn, P. J. Nico; Bester, Marthan N.","vibrissal growth parameters of southern elephant seals mirounga leonina: obtaining fine-scale, time-based stable isotope data",2016,"MARINE ECOLOGY PROGRESS SERIES","A_T_primary"
"68445","Heys, James G.; Shay, Christopher F.; MacLeod, Katrina M.; Witter, Menno P.; Moss, Cynthia F.; Hasselmo, Michael E.","physiological properties of neurons in bat entorhinal cortex exhibit an inverse gradient along the dorsal-ventral axis compared to entorhinal neurons in rat",2016,"JOURNAL OF NEUROSCIENCE","A_T_primary"
"68453","Battaglia, Marco; Ogliari, Anna; D'Amato, Francesca; Kinkead, Richard","early-life risk factors for panic and separation anxiety disorder: insights and outstanding questions arising from human and animal studies of co2 sensitivity",2014,"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","A_T_primary"
"68466","Dai, Li; Carter, C. Sue; Ying, Jian; Bellugi, Ursula; Pournajafi-Nazarloo, Hossein; Korenberg, Julie R.","oxytocin and vasopressin are dysregulated in williams syndrome, a genetic disorder affecting social behavior",2012,"PLOS ONE","A_T_primary"
"68482","Roesner, Anja; Hankeln, Thomas; Burmester, Thorsten","hypoxia induces a complex response of globin expression in zebrafish (danio rerio)",2006,"JOURNAL OF EXPERIMENTAL BIOLOGY","A_T_primary"
"68485","Rizzi, C; Frazzon, J; Ely, F; Weber, PG; da Fonseca, IO; Gallas, M; Oliveira, JS; Mendes, MA; de Souza, BM; Palma, MS; Santos, DS; Basso, LA","dahp synthase from mycobacterium tuberculosis h37rv: cloning, expression, and purification of functional enzyme",2005,"PROTEIN EXPRESSION AND PURIFICATION","A_T_primary"
"68488","Mortola, JP; Seifert, EL","circadian patterns of breathing",2002,"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","A_T_primary"
"68490","Berlanga, JJ; Santoyo, J; de Haro, C","characterization of a mammalian homolog of the gcn2 eukaryotic initiation factor 2 alpha kinase",1999,"EUROPEAN JOURNAL OF BIOCHEMISTRY","A_T_primary"
"68513","Yu, Chao; Xu, Yi-Wen; Sha, Qian-Qian; Fan, Heng-Yu","crl4(dcaf1) is required in activated oocytes for follicle maintenance and ovulation",2015,"MOLECULAR HUMAN REPRODUCTION","A_T_primary"
"68519","Liu, Jun; Huang, Xinhe; Withers, Bradley R.; Blalock, Eric; Liu, Ke; Dickson, Robert C.","reducing sphingolipid synthesis orchestrates global changes to extend yeast lifespan",2013,"AGING CELL","A_T_primary"
"68520","Radak, Zsolt; Koltai, Erika; Taylor, Albert W.; Higuchi, Mitsuru; Kumagai, Shuzo; Ohno, Hideki; Goto, Sataro; Boldogh, Istvan","redox-regulating sirtuins in aging, caloric restriction, and exercise",2013,"FREE RADICAL BIOLOGY AND MEDICINE","A_T_primary"
"68526","Moseley, Fleur L.; Faircloth, Matthew E.; Lockwood, Wendy; Marber, Michael S.; Bicknell, Katrina A.; Valasek, Petr; Brooks, Gavin","limitations of the mrl mouse as a model for cardiac regeneration",2011,"JOURNAL OF PHARMACY AND PHARMACOLOGY","A_T_primary"
"68536","Mosqueira, M; Iturriaga, R","carotid body chemosensory excitation induced by nitric oxide: involvement of oxidative metabolism",2002,"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","A_T_primary"
"68544","COLLINS, TJ; PARKENING, TA","exposure to estradiol impairs luteinizing-hormone function during aging",1991,"MECHANISMS OF AGEING AND DEVELOPMENT","A_T_primary"
"68563","Li, Xiu Juan; Park, Eun Sung; Park, Man Hee; Kim, Soo Mi","3,3 '-diindolylmethane suppresses the growth of gastric cancer cells via activation of the hippo signaling pathway",2013,"ONCOLOGY REPORTS","A_T_primary"
"68564","Wu, Cheng-Wei; Reardon, Anthony J.; Storey, Kenneth B.","effects of hibernation on regulation of mammalian protein phosphatase type-2-a",2013,"CRYOBIOLOGY","A_T_primary"
"68567","O'Reilly, N.; Menezes, N.; Kavanagh, K.","positive correlation between serum immunoreactivity to demodex-associated bacillus proteins and erythematotelangiectatic rosacea",2012,"BRITISH JOURNAL OF DERMATOLOGY","A_T_primary"
"68568","Smiley, Sarah A.; McCoy, Earl D.; Schrey, Aaron W.; Mushinsky, Henry R.","utilizing a multifaceted approach to assess the current distribution and conservation status of an uncommon species: the golden mouse (ochrotomys nuttalli) in florida",2012,"DIVERSITY AND DISTRIBUTIONS","A_T_primary"
"68570","Choe, Keith P.; Leung, Chi K.; Miyamoto, Michael M.","unique structure and regulation of the nematode detoxification gene regulator, skn-1: implications to understanding and controlling drug resistance",2012,"DRUG METABOLISM REVIEWS","A_T_primary"
"68574","de Freitas Aguiar, Tereza D'avila; Costa, Edmara Chaves; Rolim, Benedito Neilson; Romijn, Phyllis Catharina; de Morais, Nelio Batista; da Silva Teixeira, Maria Fatima","risks of transmitting rabies virus from captive domiciliary common marmoset (callithrix jacchus) to human beings, in the metropolitan region of fortaleza, state of ceara, brazil",2011,"REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL","A_T_primary"
"68578","Iffiu-Soltesz, Zsuzsa; Wanecq, Estelle; Lomba, Almudena; Portillo, Maria P.; Pellati, Federica; Szoko, Eva; Bour, Sandy; Woodley, John; Milagro, Fermin I.; Alfredo Martinez, J.; Valet, Philippe; Carpene, Christian","chronic benzylamine administration in the drinking water improves glucose tolerance, reduces body weight gain and circulating cholesterol in high-fat diet-fed mice",2010,"PHARMACOLOGICAL RESEARCH","A_T_primary"
"68592","Durlo, FV; Castro, M; Elias, LLK; Antunes-Rodrigues, J","interaction of prolactin, anpergic, oxytocinergic and adrenal systems in response to extracellular volume expansion in rats",2004,"EXPERIMENTAL PHYSIOLOGY","A_T_primary"
"68597","Chen, G; Zhou, DH; Kang, BC","a comparative study on cockroach and ovalbumin sensitizations and challenge responses in hartley guinea-pigs",2001,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68599","Oswald, J; Engemann, S; Lane, N; Mayer, W; Olek, A; Fundele, R; Dean, W; Reik, W; Walter, J","active demethylation of the paternal genome in the mouse zygote",2000,"CURRENT BIOLOGY","A_T_primary"
"68601","Qureshi, MA; Heggen, CL; Hussain, I","avian macrophage: effector functions in health and disease",2000,"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","A_T_primary"
"68606","SAVIN, VJ; SHARMA, R; LOVELL, HB; WELLING, DJ","measurement of albumin reflection coefficient with isolated rat glomeruli",1992,"JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY","A_T_primary"
"68611","Chung, Samuel H.; Awal, Mehraj R.; Shay, James; McLoed, Melissa M.; Mazur, Eric; Gabel, Christopher V.","novel dlk-independent neuronal regeneration in caenorhabditis elegans shares links with activity-dependent ectopic outgrowth",2016,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","A_T_primary"
"68651","Huang, YJ; Prichard, RK","identification and stage-specific expression of two putative p-glycoprotein coding genes in onchocerca volvulus",1999,"MOLECULAR AND BIOCHEMICAL PARASITOLOGY","A_T_primary"
"68660","LEE, BP","methacholine-induced bronchoconstriction and phrenic motoneuron activity in dogs",1991,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68664","Nagashima, Jennifer B.; Sylvester, Skylar R.; Nelson, Jacquelyn L.; Cheong, Soon Hon; Mukai, Chinatsu; Lambo, Colleen; Flanders, James A.; Meyers-Wallen, Vicki N.; Songsasen, Nucharin; Travis, Alexander J.","live births from domestic dog (canis familiaris) embryos produced by in vitro fertilization",2015,"PLOS ONE","A_T_primary"
"68668","Takasu, Nana N.; Pendergast, Julie S.; Olivas, Cathya S.; Yamazaki, Shin; Nakamura, Wataru","in vivo monitoring of multi-unit neural activity in the suprachiasmatic nucleus reveals robust circadian rhythms in period1(-/-) mice",2013,"PLOS ONE","A_T_primary"
"68669","Bellastella, G.; Pane, E.; Iorio, S.; De Bellis, A.; Sinisi, A. A.","seasonal variations of plasma gonadotropin, prolactin, and testosterone levels in primary and secondary hypogonadism: evidence for an independent testicular role",2013,"JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION","A_T_primary"
"68671","Wen, Gaiping; Ringseis, Robert; Rauer, Christine; Eder, Klaus","the mouse gene encoding the carnitine biosynthetic enzyme 4-n-trimethylaminobutyraldehyde dehydrogenase is regulated by peroxisome proliferator-activated receptor alpha",2012,"BIOCHIMICA ET BIOPHYSICA ACTA-GENE REGULATORY MECHANISMS","A_T_primary"
"68672","Harada, Nobuhiko; Kanayama, Masaya; Maruyama, Atsushi; Yoshida, Aruto; Tazumi, Kyoko; Hosoya, Tomonori; Mimura, Junsei; Toki, Tsutomu; Maher, Jonathan M.; Yamamoto, Masayuki; Itoh, Ken","nrf2 regulates ferroportin 1-mediated iron efflux and counteracts lipopolysaccharide-induced ferroportin 1 mrna suppression in macrophages",2011,"ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS","A_T_primary"
"68692","Sant'Anna, GM; Mortola, JP","thermal and respiratory control in young rats with altered caloric intake during postnatal development",2002,"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","A_T_primary"
"68694","Arai, H; Koizumi, H; Aoki, J; Inoue, K","platelet-activating factor acetylhydrolase (paf-ah)",2002,"JOURNAL OF BIOCHEMISTRY","A_T_primary"
"68695","Yamasaki, M; Shimizu, T","effects of the head-down tilt posture on postnatal development of the aortic baroreflex in the rabbit",2002,"JAPANESE JOURNAL OF PHYSIOLOGY","A_T_primary"
"68703","Rehfeldt, C; Schadereit, R; Weikard, R; Reichel, K","effect of clenbuterol on growth, carcase and skeletal muscle characteristics in broiler chickens",1997,"BRITISH POULTRY SCIENCE","A_T_primary"
"68704","Kahn, SJ; Wleklinski, M; Ezekowitz, RAB; Coder, D; Aruffo, A; Farr, A","the major surface glycoproteins of trypanosoma cruzi amastigotes are ligands of the human serum mannose-binding protein",1996,"INFECTION AND IMMUNITY","A_T_primary"
"68709","LOFASO, F; ISABEY, D; LORINO, H; HARF, A; SCHEID, P","respiratory response to positive and negative inspiratory pressure in humans",1992,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68710","LARHAMMAR, D; BLOMQVIST, AG; YEE, F; JAZIN, E; YOO, HY; WAHLESTEDT, C","cloning and functional expression of a human neuropeptide-y peptide-yy receptor of the y1-type",1992,"JOURNAL OF BIOLOGICAL CHEMISTRY","A_T_primary"
"68711","CORK, SJ","meeting the energy-requirements for lactation in a macropodid marsupial - current nutrition versus stored body reserves",1991,"JOURNAL OF ZOOLOGY","A_T_primary"
"68712","Melvin, Steven D.","effect of antidepressants on circadian rhythms in fish: insights and implications regarding the design of behavioural toxicity tests.",2017,"AQUATIC TOXICOLOGY","A_T_primary"
"68716","Hachi, S","the symbolic behaviour of the latter mechta-afalou hunters of northern africa.",2006,"COMPTES RENDUS PALEVOL","A_T_primary"
"68725","Chabowska-Kita, Agnieszka; Trabczynska, Anna; Korytko, Agnieszka; Kaczmarek, Monika M.; Kozak, Leslie P.","low ambient temperature during early postnatal development fails to cause a permanent induction of brown adipocytes",2015,"FASEB JOURNAL","A_T_primary"
"68728","Urban, Noelia; Guillemot, Francois","neurogenesis in the embryonic and adult brain: same regulators, different roles",2014,"FRONTIERS IN CELLULAR NEUROSCIENCE","A_T_primary"
"68736","Charra, R.; Datiche, F.; Casthano, A.; Gigot, V.; Schaal, B.; Coureaud, G.","brain processing of the mammary pheromone in newborn rabbits",2012,"BEHAVIOURAL BRAIN RESEARCH","A_T_primary"
"68737","Gibney, Barry C.; Park, Mi-Ae; Chamoto, Kenji; Ysasi, Alexandra; Konerding, Moritz A.; Tsuda, Akira; Mentzer, Steven J.","detection of murine post-pneumonectomy lung regeneration by (18)fdg pet imaging",2012,"EJNMMI RESEARCH","A_T_primary"
"68738","Morgan, Barak E.; Horn, Alan R.; Bergman, Nils J.","should neonates sleep alone?",2011,"BIOLOGICAL PSYCHIATRY","A_T_primary"
"68749","Hanson, David A.; Britten, Hugh B.; Restani, Marco; Washburn, Leigh R.","high prevalence of yersinia pestis in black-tailed prairie dog colonies during an apparent enzootic phase of sylvatic plague",2007,"CONSERVATION GENETICS","A_T_primary"
"68772","NISHINO, T; ANDERSON, JW; SANTAMBROGIO, G","effects of halothane, enflurane, and isoflurane on laryngeal receptors in dogs",1993,"RESPIRATION PHYSIOLOGY","A_T_primary"
"68774","Alvarez-Romero, Jorge G.; Pressey, Robert L.; Ban, Natalie C.; Brodie, Jon","advancing land-sea conservation planning: integrating modelling of catchments, land-use change, and river plumes to prioritise catchment management and protection",2015,"PLOS ONE","A_T_primary"
"68785","Palou, Lluis; Ali, Asgar; Fallik, Elazar; Romanazzi, Gianfranco","gras, plant- and animal-derived compounds as alternatives to conventional fungicides for the control of postharvest diseases of fresh horticultural produce",2016,"POSTHARVEST BIOLOGY AND TECHNOLOGY","A_T_primary"
"68787","Spoida, Katharina; Eickelbeck, Dennis; Karapinar, Raziye; Eckhardt, Tobias; Mark, Melanie D.; Jancke, Dirk; Ehinger, Benedikt Valerian; Koenig, Peter; Dalkara, Deniz; Herlitze, Stefan; Masseck, Olivia A.","melanopsin variants as intrinsic optogenetic on and off switches for transient versus sustained activation of g protein pathways",2016,"CURRENT BIOLOGY","A_T_primary"
