Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Document Type,,
"Smith, D.A.","Garden game: Shifting cultivation, indigenous hunting and wildlife ecology in western Panama",2005,Human Ecology,33,4,,505,537,,39,10.1007/s10745-005-5157-Y,Review,,
"Rodríguez-Pérez, J., Riera, N., Traveset, A.",Effect of seed passage through birds and lizards on emergence rate of mediterranean species: Differences between natural and controlled conditions,2005,Functional Ecology,19,4,,699,706,,43,10.1111/j.0269-8463.2005.00971.x,Article,,
"Moreira, F., Beja, P., Morgado, R., Reino, L., Gordinho, L., Delgado, A., Borralho, R.",Effects of field management and landscape context on grassland wintering birds in Southern Portugal,2005,"Agriculture, Ecosystems and Environment",109,01-Feb,,59,74,,58,10.1016/j.agee.2005.02.011,Article,,
"Letnic, M., Tamayo, B., Dickman, C.R.","The responses of mammals to La Niña (El Niño Southern Oscillation)-associated rainfall, predation, and wildfire in central Australia",2005,Journal of Mammalogy,86,4,,689,703,,106,10.1644/1545-1542(2005)086[0689:TROMTL]2.0.CO;2,Article,,
"Creegan, H.P., Osborne, P.E.",Gap-crossing decisions of woodland songbirds in Scotland: An experimental approach,2005,Journal of Applied Ecology,42,4,,678,687,,27,10.1111/j.1365-2664.2005.01057.x,Article,,
"Lathrop, R.G., Montesano, P., Tesauro, J., Zarate, B.",Statewide mapping and assessment of vernal pools: A New Jersey case study,2005,Journal of Environmental Management,76,3,,230,238,,28,10.1016/j.jenvman.2005.02.006,Article,,
"Maron, M., Lill, A.",The influence of livestock grazing and weed invasion on habitat use by birds in grassy woodland remnants,2005,Biological Conservation,124,4,,439,450,,41,10.1016/j.biocon.2005.02.002,Article,,
"Lepczyk, C.A.",Integrating published data and citizen science to describe bird diversity across a landscape,2005,Journal of Applied Ecology,42,4,,672,677,,38,10.1111/j.1365-2664.2005.01059.x,Article,,
"Watson, J.E.M., Whittaker, R.J., Freudenberger, D.",Bird community responses to habitat fragmentation: How consistent are they across landscapes?,2005,Journal of Biogeography,32,8,,1353,1370,,95,10.1111/j.1365-2699.2005.01256.x,Review,,
"Guillén, A.K.Z., Barrett, G.M., Takenaka, O.",Genetic diversity among African great apes based on mitochondrial DNA sequences,2005,Biodiversity and Conservation,14,9,,2221,2233,,13,10.1007/s10531-004-4781-y,Article,,
"Barnett, J.M., Carlos, C.J., Roda, S.A.",Renewed hope for the threatened avian endemics of northeastern Brazil,2005,Biodiversity and Conservation,14,9,,2265,2274,,12,10.1007/s10531-004-5290-8,Article,,
"Khan, A., Bachaya, H.A., Khan, M.Z., Mahmood, F.",Pathological effects of formalin (37% formaldehyde) feeding in female Japanese quails (Coturnix coturnix japonica),2005,Human and Experimental Toxicology,24,8,,415,422,,7,10.1191/0960327105ht543oa,Article,,
"vom Saal, F.S., Hughes, C.",An extensive new literature concerning low-dose effects of bisphenol A shows the need for a new risk assessment,2005,Environmental Health Perspectives,113,8,,926,933,,655,10.1289/ehp.7713,Review,,
"Thomson, J.R., Fleishman, E., Mac Nally, R., Dobkin, D.S.",Influence of the temporal resolution of data on the success of indicator species models of species richness across multiple taxonomic groups,2005,Biological Conservation,124,4,,503,518,,18,10.1016/j.biocon.2005.02.013,Article,,
"Rohr, J.R., Crumrine, P.W.",Effects of an herbicide and an insecticide on pond community structure and processes,2005,Ecological Applications,15,4,,1135,1147,,133,,Article,,
"Persson, I.-L., Danell, K., Bergström, R.",Different moose densities and accompanied changes in tree morphology and browse production,2005,Ecological Applications,15,4,,1296,1305,,55,,Article,,
"Courtenay, G.C., Gladstone, W., Schreider, M.",Assessing the response of estuarine intertidal assemblages to urbanised catchment discharge,2005,Environmental Monitoring and Assessment,107,01-Mar,,375,398,,13,10.1007/s10661-005-3545-9,Article,,
"Hebblewhite, M., White, C.A., Nietvelt, C.G., McKenzie, J.A., Hurd, T.E., Fryxell, J.M., Bayley, S.E., Paquet, P.C.",Human activity mediates a trophic cascade caused by wolves,2005,Ecology,86,8,,2135,2144,,197,,Article,,
"Harcourt, A.H., Doherty, D.A.",Species-area relationships of primates in tropical forest fragments: A global analysis,2005,Journal of Applied Ecology,42,4,,630,637,,50,10.1111/j.1365-2664.2005.01037.x,Article,,
"Liu, X., Meng, Z.",Effects of airborne fine particulate matter on antioxidant capacity and lipid peroxidation in multiple organs of rats,2005,Inhalation Toxicology,17,9,,467,473,,19,10.1080/08958370590964467,Article,,
"Martinez, J.M., Stephens, L.C., Jones, L.A.",Long-term effects of neonatal exposure to hydroxylated polychlorinated biphenyls in the BALB/cCrgl mouse,2005,Environmental Health Perspectives,113,8,,1022,1026,,9,10.1289/ehp.7735,Article,,
"Borges, P.A.V., Aguiar, C., Amaral, J., Amorim, I.R., André, G., Arraiol, A., Baz, A., Dinis, F., Enghoff, H., Gaspar, C., Ilharco, F., Mahnert, V., Melo, C., Pereira, F., Quartau, J.A., Ribeiro, S.P., Ribes, J., Serrano, A.R.M., Sousa, A.B., Strassen, R.Z., Vieira, L., Vieira, V., Vitorino, A., Wunderlich, J.",Ranking protected areas in the Azores using standardised sampling of soil epigean arthropods,2005,Biodiversity and Conservation,14,9,,2029,2060,,49,10.1007/s10531-004-4283-y,Article,,
"Or?owski, G.",Habitat use by breeding and wintering Reed Bunting Emberiza schoeniclus L. in farmland of lower silesia (SW Poland),2005,Polish Journal of Ecology,53,2,,243,254,,8,,Article,,
"Saab, V.A., Powell, H.D.W., Kotliar, N.B., Newlon, K.R.",Variation in fire regimes of the rocky mountains: Implications for avian communities and fire management,2005,Studies in Avian Biology,,30,,76,96,,25,,Conference Paper,,
"Knick, S.T., Holmes, A.L., Miller, R.F.",The role of fire in structuring sagebrush habitats and bird communities,2005,Studies in Avian Biology,,30,,63,75,,22,,Conference Paper,,
"Kim, W.K., Patterson, P.H.","Effects of dietary zinc supplementation on hen performance, ammonia volatilization, and nitrogen retention in manure",2005,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",40,4,,675,686,,20,10.1081/PFC-200061598,Article,,
"McDonald, K.R., Méndez, D., Müller, R., Freeman, A.B., Speare, R.","Decline in the prevalence of chytridiomycosis in frog populations in North Queensland, Australia",2005,Pacific Conservation Biology,11,2,,114,120,,83,,Article,,
"Lima, I., Marshall, W.E.","Utilization of turkey manure as granular activated carbon: Physical, chemical and adsorptive properties",2005,Waste Management,25,7,,726,732,,31,10.1016/j.wasman.2004.12.019,Article,,
"O'Brien, E.",Social and cultural values of trees and woodlands in northwest and southeast England,2005,Forest Snow and Landscape Research,79,01-Feb,,169,184,,5,,Conference Paper,,
"Sol, D., Lefebvre, L., Rodríguez-Teijeiro, J.D.","Brain size, innovative propensity and migratory behaviour in temperate Palaearctic birds",2005,Proceedings of the Royal Society B: Biological Sciences,272,1571,,1433,1441,,115,10.1098/rspb.2005.3099,Article,,
"Martin, O.V., Lai, K.M., Scrimshaw, M.D., Lester, J.N.",Receiver operating characteristic analysis for environmental diagnosis. A potential application to endocrine disruptor screening: In vitro estrogenicity bioassays,2005,Environmental Science and Technology,39,14,,5349,5355,,10,10.1021/es048598o,Article,,
"Koons, D.N., Grand, J.B., Zinner, B., Rockwell, R.F.",Transient population dynamics: Relations to life history and initial population state,2005,Ecological Modelling,185,02-Apr,,283,297,,69,10.1016/j.ecolmodel.2004.12.011,Article,,
"Arnegard, M.E., Carlson, B.A.",Electric organ discharge patterns during group hunting by a mormyrid fish,2005,Proceedings of the Royal Society B: Biological Sciences,272,1570,,1305,1314,,55,10.1098/rspb.2005.3101,Article,,
"Wynveen, C.J., Cavin, D.A., Wright, B.A., Hammitt, W.E.",Determinants of a quality wild turkey hunting season,2005,Environmental Management,36,1,,117,124,,8,10.1007/s00267-004-0246-z,Article,,
"Hall, G.P., Gill, K.P.",Management of wild deer in Australia,2005,Journal of Wildlife Management,69,3,,837,844,,13,10.2193/0022-541X(2005)069[0837:MOWDIA]2.0.CO;2,Review,,
"Schmidt, J.I., Ver Hoef, J.M., Maier, J.A.K., Bowyer, R.T.",Catch per unit effort for moose: A new approach using weibull regression,2005,Journal of Wildlife Management,69,3,,1112,1124,,15,10.2193/0022-541X(2005)069[1112:CPUEFM]2.0.CO;2,Article,,
"MacKenzie, D.I.",What are the issues with presence-absence data for wildlife managers?,2005,Journal of Wildlife Management,69,3,,849,860,,196,10.2193/0022-541X(2005)069[0849:WATIWP]2.0.CO;2,Review,,
"Skonhoft, A.",The costs and benefits of a migratory species under different management schemes,2005,Journal of Environmental Management,76,2,,167,175,,9,10.1016/j.jenvman.2005.01.016,Article,,
"Wilson, J.D., Whittingham, M.J., Bradbury, R.B.",The management of crop structure: A general approach to reversing the impacts of agricultural intensification on birds?,2005,Ibis,147,3,,453,463,,96,10.1111/j.1474-919x.2005.00440.x,Review,,
"Brunner, J.L., Richards, K., Collins, J.P.",Dose and host characteristics influence virulence of ranavirus infections,2005,Oecologia,144,3,,399,406,,61,10.1007/s00442-005-0093-5,Article,,
"Bandara, R., Tisdell, C.",Changing abundance of elephants and willingness to pay for their conservation,2005,Journal of Environmental Management,76,1,,47,59,,36,10.1016/j.jenvman.2005.01.007,Article,,
"Hodge Jr., J.G., O'Connell, J.P.",West Nile virus: Legal responses that further environmental health,2005,Journal of Environmental Health,68,1,,44,47,,4,,Review,,
"Mänd, R., Tilgar, V., Lõhmus, A., Leivits, A.",Providing nest boxes for hole-nesting birds - Does habitat matter?,2005,Biodiversity and Conservation,14,8,,1823,1840,,72,10.1007/s10531-004-1039-7,Article,,
"Park, J., VanZee, R., Lal, W., Welter, D., Obeysekera, J.",Sigmoidal activation of proportional integral control applied to water management,2005,Journal of Water Resources Planning and Management,131,4,,292,298,,2,10.1061/(ASCE)0733-9496(2005)131:4(292),Article,,
"Johnson, M.S., Michie, M.W., Bazar, M.A., Gogal Jr., R.M.","Influence of oral 2,4-dinitrotoluene exposure to the Northern Bobwhite (Colinus virginianus)",2005,International Journal of Toxicology,24,4,,265,274,,13,10.1080/10915810591007247,Article,,
"Hobson, K.A., Thompson, J.E., Evans, M.R., Boyd, S.",Tracing nutrient allocation to reproduction in Barrow's goldeneye,2005,Journal of Wildlife Management,69,3,,1221,1228,,38,10.2193/0022-541X(2005)069[1221:TNATRI]2.0.CO;2,Article,,
"Johnson, C.J., Boyce, M.S., Case, R.L., Cluff, H.D., Gau, R.J., Gunn, A., Mulders, R.",Cumulative effects of human developments on arctic wildlife,2005,Wildlife Monographs,,160,,1,36,,93,,Article,,
"Andreassen, H.P., Gundersen, H., Storaas, T.","The effect of scent-marking, forest clearing, and supplemental feeding on moose-train collisions",2005,Journal of Wildlife Management,69,3,,1125,1132,,27,10.2193/0022-541X(2005)069[1125:TEOSFC]2.0.CO;2,Article,,
"Wong, B.B.M., Fisher, H.S., Rosenthal, G.G.",Species recognition by male swordtails via chemical cues,2005,Behavioral Ecology,16,4,,818,822,,64,10.1093/beheco/ari058,Article,,
"Machairas, I., Hovardas, T.",Determining visitors' dispositions toward the designation of a Greek National Park,2005,Environmental Management,36,1,,73,88,,13,10.1007/s00267-003-0251-7,Article,,
"Fischhendler, I., Zilberman, D.",Packaging policies to reform the water sector: The case of the Central Valley Project Improvement Act,2005,Water Resources Research,41,7,,1,14,,12,10.1029/2004WR003786,Article,,
"Russell, K.N., Ikerd, H., Droege, S.",The potential conservation value of unmowed powerline strips for native bees,2005,Biological Conservation,124,1,,133,148,,50,10.1016/j.biocon.2005.01.022,Article,,
"La Sorte, F.A., Boecklen, W.J.",Temporal turnover of common species in avian assemblages in North America,2005,Journal of Biogeography,32,7,,1151,1160,,31,10.1111/j.1365-2699.2005.01271.x,Article,,
"Komdeur, J., Pels, M.D.","Rescue of the Seychelles warbler on Cousin Island, Seychelles: The role of habitat restoration",2005,Biological Conservation,124,1,,15,26,,24,10.1016/j.biocon.2004.12.009,Article,,
"Romero-Pujante, M., Hoi, H., Blomqvist, D.",The importance of tail length for habitat use in the Bearded Tit Panurus biarmicus: An experimental study,2005,Ibis,147,3,,464,470,,8,10.1111/j.1474-919x.2005.00413.x,Article,,
"Harrison, R.B., Schmiegelow, F.K.A., Naidoo, R.",Stand-level response of breeding forest songbirds to multiple levels of partial-cut harvest in four boreal forest types,2005,Canadian Journal of Forest Research,35,7,,1553,1567,,27,10.1139/x05-076,Article,,
"Ballinger, A., Mac Nally, R.",Flooding in Barmah-Millewa Forest: Catastrophe or opportunity for non-aquatic fauna?,2005,Proceedings of the Royal Society of Victoria,117,1,,111,115,,5,,Article,,
"Báldi, A., Batáry, P., Erdos, S.",Effects of grazing intensity on bird assemblages and populations of Hungarian grasslands,2005,"Agriculture, Ecosystems and Environment",108,3,,251,263,,75,10.1016/j.agee.2005.02.006,Article,,
"Pisanu, P., Bayne, P., Harden, R., Eggert, A.","Feral goats (Capra hircus L.) in the Macleay River gorge system, north-eastern New South Wales, Australia. II. Impacts on rainforest vegetation",2005,Wildlife Research,32,2,,111,119,,,10.1071/WR03085,Article,,
"Butler, H., Malone, B., Clemann, N.",Activity patterns and habitat preferences of translocated and resident tiger snakes (Notechis scutatus) in a suburban landscape,2005,Wildlife Research,32,2,,157,163,,19,10.1071/WR04027,Article,,
"Sumpter, J.P., Johnson, A.C.",Lessons from endocrine disruption and their application to other issues concerning trace organics in the aquatic environment,2005,Environmental Science and Technology,39,12,,4321,4332,,267,10.1021/es048504a,Review,,
"Braune, B.M., Hobson, K.A., Malone, B.J.",Regional differences in collagen stable isotope and tissue trace element profiles in populations of long-tailed duck breeding in the Canadian Arctic,2005,Science of the Total Environment,346,01-Mar,,156,168,,19,10.1016/j.scitotenv.2004.12.017,Article,,
"Eira, C., Torres, J., Vingada, J., Miquel, J.","Concentration of some toxic elements in Oryctolagus cuniculus and in its intestinal cestode Mosgovoyia ctenoides, in Dunas de Mira (Portugal)",2005,Science of the Total Environment,346,01-Mar,,81,86,,19,10.1016/j.scitotenv.2004.11.014,Article,,
"O'Laughlin, J.","Policy issues relevant to risk assessments, balancing risks, and the National Fire Plan: Needs and opportunities",2005,Forest Ecology and Management,211,01-Feb,,3,14,,9,10.1016/j.foreco.2005.01.023,Conference Paper,,
"O'Laughlin, J.","Conceptual model for comparative ecological risk assessment of wildfire effects on fish, with and without hazardous fuel treatment",2005,Forest Ecology and Management,211,01-Feb,,59,72,,20,10.1016/j.foreco.2005.01.028,Conference Paper,,
"Barbour, R.J., Hemstrom, M., Ager, A., Hayes, J.L.",Effects of spatial scale on the perception and assessment of risk of natural disturbance in forested ecosystems: Examples from Northeastern Oregon,2005,Forest Ecology and Management,211,01-Feb,,210,225,,10,10.1016/j.foreco.2005.02.034,Conference Paper,,
"Van Lear, D.H., Carroll, W.D., Kapeluck, P.R., Johnson, R.",History and restoration of the longleaf pine-grassland ecosystem: Implications for species at risk,2005,Forest Ecology and Management,211,01-Feb,,150,165,,123,10.1016/j.foreco.2005.02.014,Conference Paper,,
"Decker, D.J., Raik, D.A.B., Carpenter, L.H., Organ, J.F., Schusler, T.M.",Collaboration for community-based wildlife management,2005,Urban Ecosystems,8,2 SPEC. ISS.,,227,236,,8,10.1007/s11252-005-3264-6,Article,,
"Babbitt, K.J.","The relative importance of wetland size and hydroperiod for amphibians in southern New Hampshire, USA",2005,Wetlands Ecology and Management,13,3,,269,279,,52,10.1007/s11273-004-7521-x,Article,,
"Destefano, S., Deblinger, R.D.",Wildlife as valuable natural resources vs. intolerable pests: A suburban wildlife management model,2005,Urban Ecosystems,8,2 SPEC. ISS.,,179,190,,18,10.1007/s11252-005-4379-5,Article,,
"Stoddard, M.A., Hayes, J.P.",The influence of forest management on headwater stream amphibians at multiple spatial scales,2005,Ecological Applications,15,3,,811,823,,34,,Article,,
"Destefano, S., Deblinger, R.D., Miller, C.","Suburban wildlife: Lessons, challenges, and opportunities",2005,Urban Ecosystems,8,2 SPEC. ISS.,,131,137,,10,10.1007/s11252-005-4376-8,Article,,
"Peterson, M.N., Lopez, R.R., Laurent, E.J., Frank, P.A., Silvy, N.J., Liu, J.",Wildlife loss through domestication: The case of endangered key deer,2005,Conservation Biology,19,3,,939,944,,17,10.1111/j.1523-1739.2005.00069.x,Article,,
"Harris, M.B., Tomas, W., Mourão, G., Da Silva, C.J., Guimarães, E., Sonoda, F., Fachim, E.",Safeguarding the pantanal wetlands: Threats and conservation initiatives,2005,Conservation Biology,19,3,,714,720,,85,10.1111/j.1523-1739.2005.00708.x,Review,,
"Skidds, D.E., Golet, F.C.",Estimating hydroperiod suitability for breeding amphibians in southern Rhode Island seasonal forest ponds,2005,Wetlands Ecology and Management,13,3,,349,366,,23,10.1007/s11273-004-7527-4,Article,,
"Jones, S.G., Gordon, D.H., Phillips, G.M., Richardson, B.R.D.",Avian community response to a golf-course landscape unit gradient,2005,Wildlife Society Bulletin,33,2,,422,434,,13,,Article,,
"Tefft, B.C., Gregonis, M.A., Eriksen, R.E.","Assessment of crop depredation by wild turkeys in the United States and Ontario, Canada",2005,Wildlife Society Bulletin,33,2,,590,595,,3,,Article,,
"Johnson, S.",Avian titer development against West Nile virus after extralabel use of an equine vaccine,2005,Journal of Zoo and Wildlife Medicine,36,2,,257,264,,14,,Article,,
"Isaksson, C., Örnborg, J., Stephensen, E., Andersson, S.",Plasma glutathione and carotenoid coloration as potential biomarkers of environmental stress in great tits,2005,EcoHealth,2,2,,138,146,,65,10.1007/s10393-005-3869-5,Article,,
"Gore, M.L., Siemer, W.F., Shanahan, J.E., Schuefele, D., Decker, D.J.",Effects on risk perception of media coverage of a black bear-related human fatality,2005,Wildlife Society Bulletin,33,2,,507,516,,41,,Article,,
"Calhoun, A.J.K., Miller, N.A., Klemens, M.W.",Conserving pool-breeding amphibians in human-dominated landscapes through local implementation of Best Development Practices,2005,Wetlands Ecology and Management,13,3,,291,304,,33,10.1007/s11273-004-7523-8,Article,,
"White, C.L., Main, M.B.",Waterbird use of created wetlands in golf-course landscapes,2005,Wildlife Society Bulletin,33,2,,411,421,,24,,Article,,
"Maron, M., Lill, A., Watson, D.M., Mac Nally, R.",Temporal variation in bird assemblages: How representative is a one-year snapshot?,2005,Austral Ecology,30,4,,383,394,,42,10.1111/j.1442-9993.2005.01480.x,Article,,
"White, P.C.L., Jennings, N.V., Renwick, A.R., Barker, N.H.L.",Questionnaires in ecology: A review of past use and recommendations for best practice,2005,Journal of Applied Ecology,42,3,,421,430,,127,10.1111/j.1365-2664.2005.01032.x,Review,,
"Tiner, R.W.",Assessing cumulative loss of wetland functions in the nanticoke river watershed using enhanced national wetlands inventory data,2005,Wetlands,25,2,,405,419,,37,10.1672/15,Article,,
"Butler, S.J., Bradbury, R.B., Whittingham, M.J.",Stubble height affects the use of stubble fields by farmland birds,2005,Journal of Applied Ecology,42,3,,469,476,,61,10.1111/j.1365-2664.2005.01027.x,Article,,
"Zhao, D., Borders, B., Wilson, M.",A density-dependent matrix model for bottomland hardwood stands in the Lower Mississippi Alluvial Valley,2005,Ecological Modelling,184,02-Apr,,381,395,,10,10.1016/j.ecolmodel.2004.11.002,Article,,
"DelGiudice, G.D., Sampson, B.A., Kuehn, D.W., Powell, M.C., Fieberg, J.","Understanding margins of safe capture, chemical immobilization, and handling of free-ranging white-tailed deer",2005,Wildlife Society Bulletin,33,2,,677,687,,31,,Article,,
"Ewers, R.M., Didham, R.K., Wratten, S.D., Tylianakis, J.M.",Remotely sensed landscape heterogeneity as a rapid tool for assessing local biodiversity value in a highly modified New Zealand landscape,2005,Biodiversity and Conservation,14,6,,1469,1485,,12,10.1007/s10531-004-9786-z,Article,,
"Bishop, C.J., White, G.C., Freddy, D.J., Watkins, B.E.",Effect of limited antlered harvest on mule deer sex and age ratios,2005,Wildlife Society Bulletin,33,2,,662,668,,9,,Article,,
"Ito, T.Y., Miura, N., Lhagvasuren, B., Enkhbileg, D., Takatsuki, S., Tsunekawa, A., Jiang, Z.",Preliminary evidence of a barrier effect of a railroad on the migration of Mongolian gazelles,2005,Conservation Biology,19,3,,945,948,,46,10.1111/j.1523-1739.2005.00364.x,Article,,
"Richard, S., Moslemi, S., Sipahutar, H., Benachour, N., Seralini, G.-E.",Differential effects of glyphosate and roundup on human placental cells and aromatase,2005,Environmental Health Perspectives,113,6,,716,720,,205,10.1289/ehp.7728,Article,,
"Dawson, R.D., Hillen, K.K., Whitworth, T.L.",Effects of experimental variation in temperature on larval densities of parasitic Protocalliphora (Diptera: Calliphoridae) in nests of tree swallows (Passeriformes: Hirundinidae),2005,Environmental Entomology,34,3,,563,568,,30,,Article,,
"Vaughan, C., Nemeth, N.M., Cary, J., Temple, S.",Response of a Scarlet Macaw Ara macao population to conservation practices in Costa Rica,2005,Bird Conservation International,15,2,,119,130,,17,10.1017/S0959270905000092,Article,,
"Pinnegar, J.K., Blanchard, J.L., Mackinson, S., Scott, R.D., Duplisea, D.E.",Aggregation and removal of weak-links in food-web models: System stability and recovery from disturbance,2005,Ecological Modelling,184,02-Apr,,229,248,,65,10.1016/j.ecolmodel.2004.09.003,Article,,
"Vaughan, I.P., Ormerod, S.J.",Increasing the value of principal components analysis for simplifying ecological data: A case study with rivers and river birds,2005,Journal of Applied Ecology,42,3,,487,497,,54,10.1111/j.1365-2664.2005.01038.x,Article,,
"Troy, A.B., Strong, A.M., Bosworth, S.C., Donovan, T.M., Buckley, N.J., Wilson, M.L.",Attitudes of Vermont dairy farmers regarding adoption of management practices for grassland songbirds,2005,Wildlife Society Bulletin,33,2,,528,538,,17,,Article,,
"Wheatley, M., Fisher, J.T., Larsen, K., Litke, J., Boutin, S.","Using GIS to relate small mammal abundance and landscape structure at multiple spatial extents: The northern flying squirrel in Alberta, Canada",2005,Journal of Applied Ecology,42,3,,577,586,,27,10.1111/j.1365-2664.2005.01034.x,Article,,
"Oliver, C.D., Burkhardt, E.C., Skojac, D.A.",The increasing scarcity of red oaks in Mississippi River floodplain forests: Influence of the residual overstory,2005,Forest Ecology and Management,210,01-Mar,,393,414,,22,10.1016/j.foreco.2005.02.036,Article,,
"Petranka, J.W., Smith, C.K.",A functional analysis of streamside habitat use by southern Appalachian salamanders: Implications for riparian forest management,2005,Forest Ecology and Management,210,01-Mar,,443,454,,36,10.1016/j.foreco.2005.02.040,Article,,
"Pereira, R., Soares, A.M.V.M., Ribeiro, R., Gonçalves, F.",Public attitudes towards the restoration and management of Lake Vela (Central Portugal),2005,Fresenius Environmental Bulletin,14,4,,273,281,,2,,Article,,
"Reby, D., McComb, K., Cargnelutti, B., Darwin, C., Fitch, W.T., Clutton-Brock, T.",Red deer stags use formants as assessment cues during intrasexual agonistic interactions,2005,Proceedings of the Royal Society B: Biological Sciences,272,1566,,941,947,,179,10.1098/rspb.2004.2954,Article,,
"Arroyo-Quiroz, I., Perez-Gil, R., Leader-Williams, N.",Developing countries and the implementation of CITES: The Mexican experience,2005,Journal of International Wildlife Law and Policy,8,1,,13,49,,4,10.1080/13880290590913714,Review,,
"King, N.G., Higginbottom, K.B., Bauer, J.J.",Terrifying tourists and wary wallabies: Responses of macropodid species to the presence of humans,2005,Pacific Conservation Biology,11,1,,64,72,,4,,Article,,
"Loehle, C., Wigley, T.B., Shipman, P.A., Fox, S.F., Rutzmoser, S., Thill, R.E., Melchiors, M.A.",Herpetofaunal species richness responses to forest landscape structure in Arkansas,2005,Forest Ecology and Management,209,3,,293,308,,17,10.1016/j.foreco.2005.02.007,Article,,
"Kavanagh, R.P., Stanton, M.A.",Vertebrate species assemblages and species sensitivity to logging in the forests of north-eastern New South Wales,2005,Forest Ecology and Management,209,3,,309,341,,34,10.1016/j.foreco.2005.02.009,Article,,
"Boos, M., Thouzeau, C., Delacour, G., Artois, M., Marchandeurs, S., Jean-Claude, P., Robin, J.-P.",Body condition assessment and prediction of fasting endurance in wild rabbits (Oryctolagus cuniculus),2005,Wildlife Research,32,1,,75,83,,6,10.1071/WR03112,Article,,
"Roth, A.M., Sample, D.W., Ribic, C.A., Paine, L., Undersander, D.J., Bartelt, G.A.",Grassland bird response to harvesting switchgrass as a biomass energy crop,2005,Biomass and Bioenergy,28,5,,490,498,,81,10.1016/j.biombioe.2004.11.001,Article,,
"Pons, P., Wendenburg, C.",The impact of fire and forest conversion into savanna on the bird communities of West Madagascan dry forests,2005,Animal Conservation,8,2,,183,193,,16,10.1017/S1367943005001940,Article,,
"West, A.D., Goss-Custard, J.D., Dit Durell, S.E.A.L.V., Stillman, R.A.",Maintaining estuary quality for shorebirds: Towards simple guidelines,2005,Biological Conservation,123,2,,211,224,,22,10.1016/j.biocon.2004.11.010,Article,,
"Fernández, M.H., Vrba, E.S.",Rapoport effect and biomic specialization in African mammals: Revisiting the climatic variability hypothesis,2005,Journal of Biogeography,32,5,,903,918,,35,10.1111/j.1365-2699.2004.01188.x,Article,,
"Tisdell, C., Wilson, C., Nantha, H.S.",Policies for saving a rare Australian glider: Economics and ecology,2005,Biological Conservation,123,2,,237,248,,33,10.1016/j.biocon.2004.11.012,Article,,
"Jelaso, A.M., DeLong, C., Means, J., Ide, C.F.",Dietary exposure to Aroclor 1254 alters gene expression in Xenopus laevis frogs,2005,Environmental Research,98,1,,64,72,,17,10.1016/j.envres.2004.05.014,Article,,
"Müller, W., Groothuis, T.G.G., Eising, C.M., Daan, S., Dijkstra, C.",Within clutch co-variation of egg mass and sex in the black-headed gull,2005,Journal of Evolutionary Biology,18,3,,661,668,,25,10.1111/j.1420-9101.2004.00859.x,Article,,
"Whiteman, N.K., Parker, P.G.",Using parasites to infer host population history: A new rationale for parasite conservation,2005,Animal Conservation,8,2,,175,181,,97,10.1017/S1367943005001915,Article,,
"Loeser, M.R., Mezulis, S.D., Sisk, T.D., Theimer, T.C.",Vegetation cover and forb responses to cattle exclusion: Implications for pronghorn,2005,Rangeland Ecology and Management,58,3,,234,238,,4,10.2111/1551-5028(2005)58[234:VCAFRT]2.0.CO;2,Article,,
"Booth, S., Zeller, D.","Mercury, food webs, and marine mammals: Implications of diet and climate change for human health",2005,Environmental Health Perspectives,113,5,,521,526,,101,10.1289/ehp.7603,Article,,
"Letcher, R.J., Li, H.X., Chu, S.G.",Determination of hydroxylated polychlorinated biphenyls (HO-PCBs) in blood plasma by high-performance liquid chromatography-electrospray ionization-tandem quadrupole mass spectrometry,2005,Journal of Analytical Toxicology,29,4,,209,216,,20,,Article,,
"Sodhi, N.S., Lee, T.M., Koh, L.P., Dunn, R.R.",A century of avifaunal turnover in a small tropical rainforest fragment,2005,Animal Conservation,8,2,,217,222,,18,10.1017/S1367943005001927,Article,,
"Burger, J., Gochfeld, M., Kosson, D., Powers, C.W., Friedlander, B., Eichelberger, J., Barnes, D., Duffy, L.K., Jewett, S.C., Volz, C.D.","Science, policy, and stakeholders: Developing a consensus science plan for Amchitka Island, Aleutians, Alaska",2005,Environmental Management,35,5,,557,568,,36,10.1007/s00267-004-0126-6,Article,,
"Birdsey, G.M., Lewin, J., Holbrook, J.D., Simpson, V.R., Cunningham, A.A., Danpure, C.J.","A comparative analysis of the evolutionary relationship between diet and enzyme targeting in bats, marsupials and other mammals",2005,Proceedings of the Royal Society B: Biological Sciences,272,1565,,833,840,,25,10.1098/rspb.2004.3011,Article,,
"Arrese, C.A., Oddy, A.Y., Runham, P.B., Hart, N.S., Shand, J., Hunt, D.M., Beazley, L.D.","Cone topography and spectral sensitivity in two potentially trichromatic marsupials, the quokka (Setonix brachyurus) and quenda (Isoodon obesulus)",2005,Proceedings of the Royal Society B: Biological Sciences,272,1565,,791,796,,43,10.1098/rspb.2004.3009,Article,,
"Barbaro, L., Pontcharraud, L., Vetilllard, F., Guyon, D., Jactel, H.","Comparative responses of bird, carabid, and spider assemblages to stand and landscape diversity in maritime pine plantation forests",2005,Ecoscience,12,1,,110,121,,54,,Article,,
